Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,1223557502,4.61438,-0.394734,-17.6677,4.78722
1,1,0,0,1223557502,9.23906,-0.790054,-17.6677,4.78722
1,1,0,0,1223557502,9.23814,-0.789965,-17.6677,4.78722
1,1,0,0,1223557502,9.23876,-0.789944,-17.6677,4.78722
1,1,0,0,1223557502,9.2391,-0.789978,-17.6677,4.78722
1,1,0,0,1223557502,9.23806,-0.789797,-17.6677,4.78722
1,1,0,0,1223557502,9.23823,-0.78975,-17.6677,4.78722
1,1,0,0,1223557502,9.23879,-0.789721,-17.6677,4.78722
1,1,0,0,1223557502,9.23803,-0.789552,-17.6677,4.78722
1,1,0,0,1223557502,9.23895,-0.789518,-17.6677,4.78722
1,1,0,0,1223557502,9.23946,-0.789568,-17.6677,4.78722
1,1,0,0,1223557502,9.23872,-0.789479,-17.6677,4.78722
1,1,0,0,1223557502,9.23839,-0.789325,-17.6677,4.78722
1,1,0,0,1223557502,9.23791,-0.789352,-17.6677,4.78722
1,1,0,0,1223557502,9.23717,-0.78934,-17.6677,4.78722
1,1,0,0,1223557502,9.23819,-0.789156,-17.6677,4.78722
1,1,0,0,1223557502,9.23802,-0.789336,-17.6677,4.78722
1,1,0,0,1223557502,9.23748,-0.789358,-17.6677,4.78722
1,1,0,0,1223557502,9.23685,-0.789307,-17.6677,4.78722
1,1,0,0,1223557502,9.23618,-0.789519,-17.6677,4.78722
1,1,0,0,1223557502,9.23559,-0.789627,-17.6677,4.78722
1,1,0,0,1223557502,9.23655,-0.7896,-17.6677,4.78722
1,1,0,0,1223557502,9.23766,-0.789686,-17.6677,4.78722
1,1,0,0,1223557502,9.23858,-0.789631,-17.6677,4.78722
1,1,0,0,1223557502,9.23786,-0.789669,-17.6677,4.78722
1,1,0,0,1223557502,9.23755,-0.789816,-17.6677,4.78722
1,1,0,0,1223557502,9.23709,-0.789752,-17.6677,4.78722
1,1,0,0,1223557502,9.23633,-0.789659,-17.6677,4.78722
1,1,0,0,1223557502,9.23614,-0.789553,-17.6677,4.78722
1,1,0,0,1223557502,9.23647,-0.789297,-17.6677,4.78722
1,1,0,0,1223557502,9.23604,-0.789217,-17.6677,4.78722
1,1,0,0,1223557502,9.23637,-0.789158,-17.6677,4.78722
1,1,0,0,1223557502,9.23673,-0.789149,-17.6677,4.78722
1,1,0,0,1223557502,9.23697,-0.789269,-17.6677,4.78722
1,1,0,0,1223557502,9.23735,-0.789309,-17.6677,4.78722
1,1,0,0,1223557502,9.23774,-0.789344,-17.6677,4.78722
1,1,0,0,1223557502,9.23694,-0.789418,-17.6677,4.78722
1,1,0,0,1223557502,9.23745,-0.789308,-17.6677,4.78722
1,1,0,0,1223557502,9.23727,-0.789257,-17.6677,4.78722
1,1,0,0,1223557502,9.23625,-0.789333,-17.6677,4.78722
1,1,0,0,1223557502,9.23667,-0.789364,-17.6677,4.78722
1,1,0,0,1223557502,9.23673,-0.789459,-17.6677,4.78722
1,1,0,0,1223557502,9.23616,-0.7895,-17.6677,4.78722
1,1,0,0,1223557502,9.23734,-0.789405,-17.6677,4.78722
1,1,0,0,1223557502,9.23783,-0.789349,-17.6677,4.78722
1,1,0,0,1223557502,9.23721,-0.789384,-17.6677,4.78722
1,1,0,0,1223557502,9.23751,-0.789302,-17.6677,4.78722
1,1,0,0,1223557502,9.23757,-0.789335,-17.6677,4.78722
1,1,0,0,1223557502,9.23709,-0.789407,-17.6677,4.78722
1,1,0,0,1223557502,9.23701,-0.789466,-17.6677,4.78722
1,1,0,0,1223557502,9.23709,-0.789643,-17.6677,4.78722
1,1,0,0,1223557502,9.23686,-0.789706,-17.6677,4.78722
1,1,0,0,1223557502,9.23644,-0.789841,-17.6677,4.78722
1,1,0,0,1223557502,9.23651,-0.789836,-17.6677,4.78722
1,1,0,0,1223557502,9.23666,-0.789758,-17.6677,4.78722
1,1,0,0,1223557502,9.23697,-0.789832,-17.6677,4.78722
1,1,0,0,1223557502,9.23778,-0.789793,-17.6677,4.78722
1,1,0,0,1223557502,9.23798,-0.78974,-17.6677,4.78722
1,1,0,0,1223557502,9.2384,-0.789746,-17.6677,4.78722
1,1,0,0,1223557502,9.23891,-0.789709,-17.6677,4.78722
1,1,0,0,1223557502,9.23801,-0.78972,-17.6677,4.78722
1,1,0,0,1223557502,9.23773,-0.789732,-17.6677,4.78722
1,1,0,0,1223557502,9.23807,-0.789723,-17.6677,4.78722
1,1,0,0,1223557502,9.23755,-0.789783,-17.6677,4.78722
1,1,0,0,1223557502,9.23745,-0.789804,-17.6677,4.78722
1,1,0,0,1223557502,9.23764,-0.789872,-17.6677,4.78722
1,1,0,0,1223557502,9.23757,-0.789829,-17.6677,4.78722
1,1,0,0,1223557502,9.23684,-0.789825,-17.6677,4.78722
1,1,0,0,1223557502,9.23742,-0.789779,-17.6677,4.78722
1,1,0,0,1223557502,9.23826,-0.789776,-17.6677,4.78722
1,1,0,0,1223557502,9.23848,-0.789811,-17.6677,4.78722
1,1,0,0,1223557502,9.2389,-0.789827,-17.6677,4.78722
1,1,0,0,1223557502,9.23894,-0.789827,-17.6677,4.78722
1,1,0,0,1223557502,9.23931,-0.789717,-17.6677,4.78722
1,1,0,0,1223557502,9.23992,-0.789698,-17.6677,4.78722
1,1,0,0,1223557502,9.23986,-0.789785,-17.6677,4.78722
1,1,0,0,1223557502,9.23997,-0.789774,-17.6677,4.78722
1,1,0,0,1223557502,9.23953,-0.78985,-17.6677,4.78722
1,1,0,0,1223557502,9.23804,-0.789923,-17.6677,4.78722
1,1,0,0,1223557502,9.23854,-0.789674,-17.6677,4.78722
1,1,0,0,1223557502,9.23871,-0.78959,-17.6677,4.78722
1,1,0,0,1223557502,9.23847,-0.789567,-17.6677,4.78722
1,1,0,0,1223557502,9.23923,-0.789425,-17.6677,4.78722
1,1,0,0,1223557502,9.23915,-0.789457,-17.6677,4.78722
1,1,0,0,1223557502,9.23829,-0.789568,-17.6677,4.78722
1,1,0,0,1223557502,9.23856,-0.789465,-17.6677,4.78722
1,1,0,0,1223557502,9.23874,-0.789424,-17.6677,4.78722
1,1,0,0,1223557502,9.23842,-0.789557,-17.6677,4.78722
1,1,0,0,1223557502,9.23863,-0.789568,-17.6677,4.78722
1,1,0,0,1223557502,9.23876,-0.789634,-17.6677,4.78722
1,1,0,0,1223557502,9.23884,-0.789775,-17.6677,4.78722
1,1,0,0,1223557502,9.23862,-0.789766,-17.6677,4.78722
1,1,0,0,1223557502,9.23841,-0.789705,-17.6677,4.78722
1,1,0,0,1223557502,9.23845,-0.789751,-17.6677,4.78722
1,1,0,0,1223557502,9.23778,-0.789665,-17.6677,4.78722
1,1,0,0,1223557502,9.23709,-0.789539,-17.6677,4.78722
1,1,0,0,1223557502,9.237,-0.789549,-17.6677,4.78722
1,1,0,0,1223557502,9.23676,-0.789599,-17.6677,4.78722
1,1,0,0,1223557502,9.2369,-0.789525,-17.6677,4.78722
1,1,0,0,1223557502,9.23751,-0.78944,-17.6677,4.78722
1,1,0,0,1223557502,9.2373,-0.789541,-17.6677,4.78722
1,1,0,0,1223557502,9.23773,-0.789456,-17.6677,4.78722
1,1,0,0,1223557502,9.2376,-0.789427,-17.6677,4.78722
1,1,0,0,1223557502,9.23733,-0.789556,-17.6677,4.78722
1,1,0,0,1223557502,9.23769,-0.789555,-17.6677,4.78722
1,1,0,0,1223557502,9.23804,-0.789578,-17.6677,4.78722
1,1,0,0,1223557502,9.23779,-0.789731,-17.6677,4.78722
1,1,0,0,1223557502,9.2382,-0.789609,-17.6677,4.78722
1,1,0,0,1223557502,9.23807,-0.78961,-17.6677,4.78722
1,1,0,0,1223557502,9.23711,-0.789655,-17.6677,4.78722
1,1,0,0,1223557502,9.23743,-0.789511,-17.6677,4.78722
1,1,0,0,1223557502,9.23724,-0.789513,-17.6677,4.78722
1,1,0,0,1223557502,9.23715,-0.789613,-17.6677,4.78722
1,1,0,0,1223557502,9.23763,-0.789555,-17.6677,4.78722
1,1,0,0,1223557502,9.23756,-0.789583,-17.6677,4.78722
1,1,0,0,1223557502,9.23761,-0.789651,-17.6677,4.78722
1,1,0,0,1223557502,9.23846,-0.789567,-17.6677,4.78722
1,1,0,0,1223557502,9.23844,-0.78954,-17.6677,4.78722
1,1,0,0,1223557502,9.23843,-0.789657,-17.6677,4.78722
1,1,0,0,1223557502,9.23884,-0.789628,-17.6677,4.78722
