Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,-402337380,9.23843,-0.790203,17.6717,-0.000183975
1,1,0,0,-402337380,9.23786,-0.790293,17.6717,-0.000183975
1,1,0,0,-402337380,9.23744,-0.79029,17.6717,-0.000183975
1,1,0,0,-402337380,9.23758,-0.790063,17.6717,-0.000183975
1,1,0,0,-402337380,9.23764,-0.789997,17.6717,-0.000183975
1,1,0,0,-402337380,9.2386,-0.789809,17.6717,-0.000183975
1,1,0,0,-402337380,9.23895,-0.789622,17.6717,-0.000183975
1,1,0,0,-402337380,9.23869,-0.789687,17.6717,-0.000183975
1,1,0,0,-402337380,9.23828,-0.789742,17.6717,-0.000183975
1,1,0,0,-402337380,9.23749,-0.789836,17.6717,-0.000183975
1,1,0,0,-402337380,9.2364,-0.789947,17.6717,-0.000183975
1,1,0,0,-402337380,9.23618,-0.789979,17.6717,-0.000183975
1,1,0,0,-402337380,9.23579,-0.789993,17.6717,-0.000183975
1,1,0,0,-402337380,9.23621,-0.78999,17.6717,-0.000183975
1,1,0,0,-402337380,9.23637,-0.790075,17.6717,-0.000183975
1,1,0,0,-402337380,9.237,-0.790118,17.6717,-0.000183975
1,1,0,0,-402337380,9.23752,-0.790233,17.6717,-0.000183975
1,1,0,0,-402337380,9.23746,-0.790244,17.6717,-0.000183975
1,1,0,0,-402337380,9.23756,-0.790196,17.6717,-0.000183975
1,1,0,0,-402337380,9.2362,-0.790254,17.6717,-0.000183975
1,1,0,0,-402337380,9.23504,-0.790248,17.6717,-0.000183975
1,1,0,0,-402337380,9.23462,-0.790143,17.6717,-0.000183975
1,1,0,0,-402337380,9.23433,-0.79018,17.6717,-0.000183975
1,1,0,0,-402337380,9.23512,-0.790078,17.6717,-0.000183975
1,1,0,0,-402337380,9.23555,-0.78998,17.6717,-0.000183975
1,1,0,0,-402337380,9.23537,-0.789974,17.6717,-0.000183975
1,1,0,0,-402337380,9.23536,-0.789932,17.6717,-0.000183975
1,1,0,0,-402337380,9.23529,-0.78991,17.6717,-0.000183975
1,1,0,0,-402337380,9.23521,-0.789911,17.6717,-0.000183975
1,1,0,0,-402337380,9.23545,-0.789922,17.6717,-0.000183975
1,1,0,0,-402337380,9.23584,-0.789814,17.6717,-0.000183975
1,1,0,0,-402337380,9.23541,-0.789825,17.6717,-0.000183975
1,1,0,0,-402337380,9.23459,-0.789888,17.6717,-0.000183975
1,1,0,0,-402337380,9.23416,-0.789859,17.6717,-0.000183975
1,1,0,0,-402337380,9.23409,-0.789918,17.6717,-0.000183975
1,1,0,0,-402337380,9.23428,-0.789994,17.6717,-0.000183975
1,1,0,0,-402337380,9.23536,-0.789859,17.6717,-0.000183975
1,1,0,0,-402337380,9.23544,-0.789712,17.6717,-0.000183975
1,1,0,0,-402337380,9.23553,-0.789619,17.6717,-0.000183975
1,1,0,0,-402337380,9.23562,-0.789464,17.6717,-0.000183975
1,1,0,0,-402337380,9.23562,-0.789423,17.6717,-0.000183975
1,1,0,0,-402337380,9.23581,-0.789593,17.6717,-0.000183975
1,1,0,0,-402337380,9.23619,-0.789636,17.6717,-0.000183975
1,1,0,0,-402337380,9.23596,-0.789771,17.6717,-0.000183975
1,1,0,0,-402337380,9.23516,-0.789852,17.6717,-0.000183975
1,1,0,0,-402337380,9.23409,-0.789738,17.6717,-0.000183975
1,1,0,0,-402337380,9.23491,-0.789619,17.6717,-0.000183975
1,1,0,0,-402337380,9.23564,-0.789637,17.6717,-0.000183975
1,1,0,0,-402337380,9.23587,-0.789622,17.6717,-0.000183975
1,1,0,0,-402337380,9.23571,-0.78966,17.6717,-0.000183975
1,1,0,0,-402337380,9.2346,-0.789838,17.6717,-0.000183975
1,1,0,0,-402337380,9.23394,-0.789775,17.6717,-0.000183975
1,1,0,0,-402337380,9.23367,-0.789715,17.6717,-0.000183975
1,1,0,0,-402337380,9.23413,-0.789791,17.6717,-0.000183975
1,1,0,0,-402337380,9.23522,-0.789642,17.6717,-0.000183975
1,1,0,0,-402337380,9.23586,-0.789544,17.6717,-0.000183975
1,1,0,0,-402337380,9.23596,-0.789633,17.6717,-0.000183975
1,1,0,0,-402337380,9.2361,-0.789621,17.6717,-0.000183975
1,1,0,0,-402337380,9.23567,-0.7896,17.6717,-0.000183975
1,1,0,0,-402337380,9.2361,-0.789606,17.6717,-0.000183975
1,1,0,0,-402337380,9.23581,-0.789699,17.6717,-0.000183975
1,1,0,0,-402337380,9.23631,-0.789653,17.6717,-0.000183975
1,1,0,0,-402337380,9.2362,-0.789662,17.6717,-0.000183975
1,1,0,0,-402337380,9.23566,-0.789735,17.6717,-0.000183975
1,1,0,0,-402337380,9.23651,-0.789646,17.6717,-0.000183975
1,1,0,0,-402337380,9.23656,-0.789649,17.6717,-0.000183975
1,1,0,0,-402337380,9.23591,-0.789689,17.6717,-0.000183975
1,1,0,0,-402337380,9.23628,-0.789585,17.6717,-0.000183975
1,1,0,0,-402337380,9.23521,-0.78977,17.6717,-0.000183975
1,1,0,0,-402337380,9.23468,-0.789826,17.6717,-0.000183975
1,1,0,0,-402337380,9.23593,-0.789737,17.6717,-0.000183975
1,1,0,0,-402337380,9.23607,-0.789812,17.6717,-0.000183975
1,1,0,0,-402337380,9.23623,-0.789875,17.6717,-0.000183975
1,1,0,0,-402337380,9.23683,-0.789833,17.6717,-0.000183975
1,1,0,0,-402337380,9.23734,-0.789834,17.6717,-0.000183975
1,1,0,0,-402337380,9.23705,-0.789833,17.6717,-0.000183975
1,1,0,0,-402337380,9.2368,-0.789858,17.6717,-0.000183975
1,1,0,0,-402337380,9.23635,-0.789815,17.6717,-0.000183975
1,1,0,0,-402337380,9.2354,-0.789842,17.6717,-0.000183975
1,1,0,0,-402337380,9.23524,-0.789777,17.6717,-0.000183975
1,1,0,0,-402337380,9.23545,-0.789757,17.6717,-0.000183975
1,1,0,0,-402337380,9.23561,-0.789746,17.6717,-0.000183975
1,1,0,0,-402337380,9.23614,-0.789676,17.6717,-0.000183975
1,1,0,0,-402337380,9.23585,-0.789665,17.6717,-0.000183975
1,1,0,0,-402337380,9.23514,-0.789617,17.6717,-0.000183975
1,1,0,0,-402337380,9.23494,-0.789582,17.6717,-0.000183975
1,1,0,0,-402337380,9.23529,-0.789567,17.6717,-0.000183975
1,1,0,0,-402337380,9.2353,-0.789648,17.6717,-0.000183975
1,1,0,0,-402337380,9.2351,-0.789699,17.6717,-0.000183975
1,1,0,0,-402337380,9.23608,-0.789673,17.6717,-0.000183975
1,1,0,0,-402337380,9.2361,-0.789559,17.6717,-0.000183975
1,1,0,0,-402337380,9.23559,-0.789459,17.6717,-0.000183975
1,1,0,0,-402337380,9.23588,-0.789524,17.6717,-0.000183975
1,1,0,0,-402337380,9.23571,-0.789632,17.6717,-0.000183975
1,1,0,0,-402337380,9.2361,-0.789679,17.6717,-0.000183975
1,1,0,0,-402337380,9.23669,-0.789648,17.6717,-0.000183975
1,1,0,0,-402337380,9.23698,-0.789545,17.6717,-0.000183975
1,1,0,0,-402337380,9.23746,-0.789456,17.6717,-0.000183975
1,1,0,0,-402337380,9.23733,-0.789404,17.6717,-0.000183975
1,1,0,0,-402337380,9.23699,-0.789461,17.6717,-0.000183975
1,1,0,0,-402337380,9.23693,-0.789646,17.6717,-0.000183975
1,1,0,0,-402337380,9.23691,-0.789724,17.6717,-0.000183975
1,1,0,0,-402337380,9.23715,-0.789649,17.6717,-0.000183975
1,1,0,0,-402337380,9.23711,-0.789743,17.6717,-0.000183975
1,1,0,0,-402337380,9.23728,-0.78977,17.6717,-0.000183975
1,1,0,0,-402337380,9.23676,-0.789679,17.6717,-0.000183975
1,1,0,0,-402337380,9.23606,-0.789773,17.6717,-0.000183975
1,1,0,0,-402337380,9.23554,-0.789791,17.6717,-0.000183975
1,1,0,0,-402337380,9.23485,-0.789864,17.6717,-0.000183975
1,1,0,0,-402337380,9.23488,-0.789906,17.6717,-0.000183975
1,1,0,0,-402337380,9.23469,-0.789858,17.6717,-0.000183975
1,1,0,0,-402337380,9.23439,-0.789793,17.6717,-0.000183975
1,1,0,0,-402337380,9.23514,-0.789691,17.6717,-0.000183975
1,1,0,0,-402337380,9.23498,-0.789525,17.6717,-0.000183975
1,1,0,0,-402337380,9.23414,-0.789573,17.6717,-0.000183975
1,1,0,0,-402337380,9.23417,-0.789631,17.6717,-0.000183975
1,1,0,0,-402337380,9.23489,-0.789744,17.6717,-0.000183975
1,1,0,0,-402337380,9.2346,-0.789832,17.6717,-0.000183975
1,1,0,0,-402337380,9.23484,-0.789746,17.6717,-0.000183975
1,1,0,0,-402337380,9.23535,-0.789634,17.6717,-0.000183975
1,1,0,0,-402337380,9.23513,-0.789493,17.6717,-0.000183975
1,1,0,0,-402337380,9.23447,-0.789458,17.6717,-0.000183975
1,1,0,0,-402337380,9.2351,-0.789469,17.6717,-0.000183975
1,1,0,0,-402337380,9.23526,-0.789554,0,0
1,1,0,0,-402337380,9.23519,-0.789554,0,0
1,1,0,0,-402337380,7.94257,-0.694934,0,0
1,1,0,0,-402337380,5.91068,-0.521341,0,0
1,1,0,0,-402337380,3.69445,-0.331854,0,0
1,1,0,0,-402337380,1.8482,-0.173832,0,0
1,1,0,0,-402337380,0.00166329,-0.000158972,0,0
1,1,0,0,-402337380,0.00188438,-3.6642e-05,0,0
1,1,0,0,-402337380,0.00243171,1.93697e-05,0,0
1,1,0,0,-402337380,0.00205611,-0.000148676,0,0
1,1,0,0,-402337380,0.00224331,-0.000112202,0,0
1,1,0,0,-402337380,0.00204785,-1.98875e-05,0,0
1,1,0,0,-402337380,0.00125627,-3.05655e-05,0,0
1,1,0,0,-402337380,0.00178254,0.000115478,0,0
1,1,0,0,-402337380,0.00140552,9.0473e-05,0,0
1,1,0,0,-402337380,0.0010027,1.73097e-05,0,0
1,1,0,0,-402337380,0.00201716,8.21455e-05,0,0
1,1,0,0,-402337380,0.00195974,9.11559e-05,0,0
