Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,1839486810,5.99557,-0.510749,-8.65309,0.000183975
1,1,0,0,1839486810,9.22888,-0.785742,-8.65309,0.000183975
1,1,0,0,1839486810,9.22893,-0.785752,-8.65309,0.000183975
1,1,0,0,1839486810,9.22857,-0.785786,-8.65309,0.000183975
1,1,0,0,1839486810,9.22943,-0.785799,-8.65309,0.000183975
1,1,0,0,1839486810,9.22991,-0.785705,-8.65309,0.000183975
1,1,0,0,1839486810,9.22846,-0.785684,-8.65309,0.000183975
1,1,0,0,1839486810,9.22827,-0.785797,-8.65309,0.000183975
1,1,0,0,1839486810,9.22868,-0.785819,-8.65309,0.000183975
1,1,0,0,1839486810,9.22906,-0.785821,-8.65309,0.000183975
1,1,0,0,1839486810,9.22899,-0.785844,-8.65309,0.000183975
1,1,0,0,1839486810,9.22987,-0.785819,-8.65309,0.000183975
1,1,0,0,1839486810,9.23047,-0.78572,-8.65309,0.000183975
1,1,0,0,1839486810,9.23034,-0.785715,-8.65309,0.000183975
1,1,0,0,1839486810,9.22963,-0.785894,-8.65309,0.000183975
1,1,0,0,1839486810,9.22955,-0.785945,-8.65309,0.000183975
1,1,0,0,1839486810,9.22993,-0.785982,-8.65309,0.000183975
1,1,0,0,1839486810,9.23019,-0.786066,-8.65309,0.000183975
1,1,0,0,1839486810,9.2299,-0.786039,-8.65309,0.000183975
1,1,0,0,1839486810,9.23004,-0.785922,-8.65309,0.000183975
1,1,0,0,1839486810,9.23003,-0.785826,-8.65309,0.000183975
1,1,0,0,1839486810,9.22915,-0.785853,-8.65309,0.000183975
1,1,0,0,1839486810,9.22915,-0.785763,-8.65309,0.000183975
1,1,0,0,1839486810,9.22961,-0.785665,-8.65309,0.000183975
1,1,0,0,1839486810,9.22896,-0.785651,-8.65309,0.000183975
1,1,0,0,1839486810,9.2287,-0.785596,-8.65309,0.000183975
1,1,0,0,1839486810,9.22828,-0.785642,-8.65309,0.000183975
1,1,0,0,1839486810,9.22769,-0.785622,-8.65309,0.000183975
1,1,0,0,1839486810,9.22751,-0.785581,-8.65309,0.000183975
1,1,0,0,1839486810,9.22768,-0.785541,-8.65309,0.000183975
1,1,0,0,1839486810,9.22793,-0.785482,-8.65309,0.000183975
1,1,0,0,1839486810,9.22784,-0.785473,-8.65309,0.000183975
1,1,0,0,1839486810,9.22812,-0.785499,-8.65309,0.000183975
1,1,0,0,1839486810,9.22812,-0.785565,-8.65309,0.000183975
1,1,0,0,1839486810,9.22896,-0.785458,-8.65309,0.000183975
1,1,0,0,1839486810,9.22932,-0.785431,-8.65309,0.000183975
1,1,0,0,1839486810,9.22909,-0.785419,-8.65309,0.000183975
1,1,0,0,1839486810,9.2303,-0.785343,-8.65309,0.000183975
1,1,0,0,1839486810,9.23065,-0.785458,-8.65309,0.000183975
1,1,0,0,1839486810,9.23056,-0.785584,-8.65309,0.000183975
1,1,0,0,1839486810,9.23239,-0.785675,-8.65309,0.000183975
1,1,0,0,1839486810,9.23245,-0.785838,-8.65309,0.000183975
1,1,0,0,1839486810,9.23134,-0.785862,-8.65309,0.000183975
1,1,0,0,1839486810,9.23198,-0.785747,-8.65309,0.000183975
1,1,0,0,1839486810,9.23088,-0.785738,-8.65309,0.000183975
1,1,0,0,1839486810,9.22885,-0.785765,-8.65309,0.000183975
1,1,0,0,1839486810,9.22916,-0.785742,-8.65309,0.000183975
1,1,0,0,1839486810,9.22904,-0.78575,-8.65309,0.000183975
1,1,0,0,1839486810,9.22819,-0.785835,-8.65309,0.000183975
1,1,0,0,1839486810,9.22815,-0.785863,-8.65309,0.000183975
1,1,0,0,1839486810,9.22863,-0.785933,-8.65309,0.000183975
1,1,0,0,1839486810,9.22896,-0.786018,-8.65309,0.000183975
1,1,0,0,1839486810,9.22901,-0.786039,-8.65309,0.000183975
1,1,0,0,1839486810,9.22941,-0.786029,-8.65309,0.000183975
1,1,0,0,1839486810,9.22976,-0.785928,-8.65309,0.000183975
1,1,0,0,1839486810,9.22872,-0.785932,-8.65309,0.000183975
1,1,0,0,1839486810,9.22773,-0.785921,-8.65309,0.000183975
1,1,0,0,1839486810,9.22792,-0.785897,-8.65309,0.000183975
1,1,0,0,1839486810,9.22792,-0.785989,-8.65309,0.000183975
1,1,0,0,1839486810,9.2275,-0.785931,-8.65309,0.000183975
1,1,0,0,1839486810,9.228,-0.78593,-8.65309,0.000183975
1,1,0,0,1839486810,9.22898,-0.786016,-8.65309,0.000183975
1,1,0,0,1839486810,9.22844,-0.785955,-8.65309,0.000183975
1,1,0,0,1839486810,9.22891,-0.785932,-8.65309,0.000183975
1,1,0,0,1839486810,9.22925,-0.785998,-8.65309,0.000183975
1,1,0,0,1839486810,9.22884,-0.785911,-8.65309,0.000183975
1,1,0,0,1839486810,9.22988,-0.785803,-8.65309,0.000183975
1,1,0,0,1839486810,9.22994,-0.785703,-8.65309,0.000183975
1,1,0,0,1839486810,9.22971,-0.785617,-8.65309,0.000183975
1,1,0,0,1839486810,9.22921,-0.785592,-8.65309,0.000183975
1,1,0,0,1839486810,9.22808,-0.785584,-8.65309,0.000183975
1,1,0,0,1839486810,9.22828,-0.785565,-8.65309,0.000183975
1,1,0,0,1839486810,9.22883,-0.785544,-8.65309,0.000183975
1,1,0,0,1839486810,9.23005,-0.785547,-8.65309,0.000183975
1,1,0,0,1839486810,9.23053,-0.78569,-8.65309,0.000183975
1,1,0,0,1839486810,9.23094,-0.785813,-8.65309,0.000183975
1,1,0,0,1839486810,9.23017,-0.785961,-8.65309,0.000183975
1,1,0,0,1839486810,9.22962,-0.786063,-8.65309,0.000183975
1,1,0,0,1839486810,9.22953,-0.786058,-8.65309,0.000183975
1,1,0,0,1839486810,9.22928,-0.786074,-8.65309,0.000183975
1,1,0,0,1839486810,9.23019,-0.786043,-8.65309,0.000183975
1,1,0,0,1839486810,9.23106,-0.785971,-8.65309,0.000183975
1,1,0,0,1839486810,9.23053,-0.786028,-8.65309,0.000183975
1,1,0,0,1839486810,9.23055,-0.786031,-8.65309,0.000183975
1,1,0,0,1839486810,9.23017,-0.786023,-8.65309,0.000183975
1,1,0,0,1839486810,9.22903,-0.786069,-8.65309,0.000183975
1,1,0,0,1839486810,9.22885,-0.786072,-8.65309,0.000183975
1,1,0,0,1839486810,9.22878,-0.786052,-8.65309,0.000183975
1,1,0,0,1839486810,9.22794,-0.786026,-8.65309,0.000183975
1,1,0,0,1839486810,9.22772,-0.78599,-8.65309,0.000183975
1,1,0,0,1839486810,9.22829,-0.785831,-8.65309,0.000183975
1,1,0,0,1839486810,9.22839,-0.785806,-8.65309,0.000183975
1,1,0,0,1839486810,9.22888,-0.785757,-8.65309,0.000183975
1,1,0,0,1839486810,9.23005,-0.785654,-8.65309,0.000183975
1,1,0,0,1839486810,9.23069,-0.785617,-8.65309,0.000183975
1,1,0,0,1839486810,9.23085,-0.785609,-8.65309,0.000183975
1,1,0,0,1839486810,9.23056,-0.785506,-8.65309,0.000183975
1,1,0,0,1839486810,9.22957,-0.785572,-8.65309,0.000183975
1,1,0,0,1839486810,9.22895,-0.785692,-8.65309,0.000183975
1,1,0,0,1839486810,9.22836,-0.785725,-8.65309,0.000183975
1,1,0,0,1839486810,9.228,-0.785811,-8.65309,0.000183975
1,1,0,0,1839486810,9.22889,-0.785828,-8.65309,0.000183975
1,1,0,0,1839486810,9.22972,-0.785708,-8.65309,0.000183975
1,1,0,0,1839486810,9.23032,-0.785697,-8.65309,0.000183975
1,1,0,0,1839486810,9.23009,-0.785722,-8.65309,0.000183975
1,1,0,0,1839486810,9.23014,-0.785584,-8.65309,0.000183975
1,1,0,0,1839486810,9.23023,-0.785573,-8.65309,0.000183975
1,1,0,0,1839486810,9.22913,-0.785581,-8.65309,0.000183975
