Time,Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.016838,1,1,0,0,0,4.96898,-0.495723,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077108,1,1,0,0,0,8.45194,-0.84336,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.086803,1,1,0,0,0,8.45212,-0.843276,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097671,1,1,0,0,0,8.45162,-0.843288,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108666,1,1,0,0,0,8.45071,-0.843379,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119596,1,1,0,0,0,8.44957,-0.84334,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.130537,1,1,0,0,0,8.44877,-0.843366,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.141505,1,1,0,0,0,8.44928,-0.843338,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152435,1,1,0,0,0,8.44982,-0.843219,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.163386,1,1,0,0,0,8.44985,-0.843146,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.175446,1,1,0,0,0,8.44997,-0.843178,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.187457,1,1,0,0,0,8.4504,-0.843133,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19829,1,1,0,0,0,8.45029,-0.843174,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.209401,1,1,0,0,0,8.45009,-0.843185,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.220602,1,1,0,0,0,8.44978,-0.843093,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.231613,1,1,0,0,0,8.44981,-0.843132,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.242311,1,1,0,0,0,8.44936,-0.843164,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253629,1,1,0,0,0,8.44936,-0.84315,1.23521,0.877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
