Time,Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.014507,1,1,0,0,4,4.5729,-0.374493,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.081914,1,1,0,0,4,8.57519,-0.70447,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.091358,1,1,0,0,4,8.5755,-0.704482,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.102286,1,1,0,0,4,8.57631,-0.704477,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.113084,1,1,0,0,4,8.57675,-0.704544,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.123735,1,1,0,0,4,8.57647,-0.704601,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.13559,1,1,0,0,4,8.57608,-0.704547,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.146548,1,1,0,0,4,8.5746,-0.704619,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.157525,1,1,0,0,4,8.57387,-0.704727,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.168864,1,1,0,0,4,8.57377,-0.704768,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.179461,1,1,0,0,4,8.57384,-0.704783,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.19061,1,1,0,0,4,8.57436,-0.704829,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.201674,1,1,0,0,4,8.57475,-0.704812,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.212484,1,1,0,0,4,8.57519,-0.70476,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.223629,1,1,0,0,4,8.57619,-0.704685,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.235605,1,1,0,0,4,8.57613,-0.704574,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.246587,1,1,0,0,4,8.57607,-0.704539,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.258261,1,1,0,0,4,8.5759,-0.704615,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.269369,1,1,0,0,4,8.57564,-0.704653,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.28029,1,1,0,0,4,8.57544,-0.70475,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.292113,1,1,0,0,4,8.57552,-0.704817,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.303136,1,1,0,0,4,8.57547,-0.704793,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.314228,1,1,0,0,4,8.57548,-0.704839,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.326051,1,1,0,0,4,8.57498,-0.704883,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.337327,1,1,0,0,4,8.57498,-0.704867,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.34807,1,1,0,0,4,8.57517,-0.704882,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.360095,1,1,0,0,4,8.5746,-0.704983,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.370173,1,1,0,0,4,8.57476,-0.704941,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.381292,1,1,0,0,4,8.57498,-0.704939,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.392365,1,1,0,0,4,8.575,-0.704958,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.404038,1,1,0,0,4,8.57474,-0.70489,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.414302,1,1,0,0,4,8.57495,-0.704795,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.425145,1,1,0,0,4,8.57434,-0.704792,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.43633,1,1,0,0,4,8.57454,-0.704736,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.447963,1,1,0,0,4,8.57529,-0.704729,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.458022,1,1,0,0,4,8.57523,-0.704754,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.469638,1,1,0,0,4,8.57487,-0.704763,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.480461,1,1,0,0,4,8.57463,-0.70486,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.491018,1,1,0,0,4,8.5743,-0.704973,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.502005,1,1,0,0,4,8.57454,-0.704957,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.513014,1,1,0,0,4,8.57527,-0.705008,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.524129,1,1,0,0,4,8.57526,-0.705105,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.536082,1,1,0,0,4,8.57511,-0.704965,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.54668,1,1,0,0,4,8.5747,-0.704906,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.557559,1,1,0,0,4,8.574,-0.704857,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.568413,1,1,0,0,4,8.57447,-0.704653,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.580108,1,1,0,0,4,8.57566,-0.704511,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.590475,1,1,0,0,4,8.5762,-0.704544,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.60142,1,1,0,0,4,8.57656,-0.704503,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.612702,1,1,0,0,4,8.57652,-0.704524,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.623627,1,1,0,0,4,8.57531,-0.704604,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.634521,1,1,0,0,4,8.5744,-0.704578,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.645297,1,1,0,0,4,8.57398,-0.70453,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.656419,1,1,0,0,4,8.57419,-0.704605,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.668162,1,1,0,0,4,8.57431,-0.704543,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.679142,1,1,0,0,4,8.5748,-0.704603,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.690082,1,1,0,0,4,8.57461,-0.704665,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.701287,1,1,0,0,4,8.5747,-0.704619,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
0.712232,1,1,0,0,4,8.57451,-0.7046,-8.0147,0.000183975,30,-nan(ind),-nan(ind),-nan(ind),-1510.73,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00168,1.49916,-nan(ind),-nan(ind),0
