Time,Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.013628,1,1,0,0,4,4.68161,-0.371268,0.599575,0,30,1.3808,4.24114,56.5086,113.017,0.0828477,0.0282743,16.6681,-4.14239,2,1.5,-0.690399,-0,0
0.081781,1,1,0,0,4,9.36919,-0.742542,0.599575,0,30,2.76336,4.24114,56.5086,113.017,0.165801,0.0282743,84.127,-8.29007,2,1.5,-1.38168,-0,0
0.091844,1,1,0,0,4,9.36883,-0.742539,0.599575,0,30,2.76325,4.24114,56.5086,113.017,0.165795,0.0282743,84.1196,-8.28975,2,1.5,-1.38163,-0,0
0.102636,1,1,0,0,4,9.36815,-0.742535,0.599575,0,30,2.76305,4.24114,56.5086,113.017,0.165783,0.0282743,84.1054,-8.28915,2,1.5,-1.38153,-0,0
0.114534,1,1,0,0,4,9.36752,-0.742578,0.599575,0,30,2.76287,4.24114,56.5086,113.017,0.165771,0.0282743,84.0922,-8.2886,2,1.5,-1.38143,-0,0
0.126669,1,1,0,0,4,9.36758,-0.742505,0.599575,0,30,2.76288,4.24114,56.5086,113.017,0.165772,0.0282743,84.0933,-8.28864,2,1.5,-1.38144,-0,0
0.137528,1,1,0,0,4,9.36916,-0.742378,0.599575,0,30,2.76335,4.24114,56.5086,113.017,0.1658,0.0282743,84.1265,-8.29005,2,1.5,-1.38167,-0,0
0.148476,1,1,0,0,4,9.36894,-0.742476,0.599575,0,30,2.76328,4.24114,56.5086,113.017,0.165797,0.0282743,84.1218,-8.28985,2,1.5,-1.38164,-0,0
0.159415,1,1,0,0,4,9.36897,-0.742498,0.599575,0,30,2.76329,4.24114,56.5086,113.017,0.165797,0.0282743,84.1224,-8.28987,2,1.5,-1.38165,-0,0
0.170639,1,1,0,0,4,9.3697,-0.742414,0.599575,0,30,2.76351,4.24114,56.5086,113.017,0.16581,0.0282743,84.1378,-8.29052,2,1.5,-1.38175,-0,0
0.181395,1,1,0,0,4,9.36937,-0.742468,0.599575,0,30,2.76341,4.24114,56.5086,113.017,0.165804,0.0282743,84.1309,-8.29023,2,1.5,-1.38171,-0,0
0.192424,1,1,0,0,4,9.36954,-0.742493,0.599575,0,30,2.76346,4.24114,56.5086,113.017,0.165807,0.0282743,84.1344,-8.29038,2,1.5,-1.38173,-0,0
0.203435,1,1,0,0,4,9.36968,-0.742363,0.599575,0,30,2.7635,4.24114,56.5086,113.017,0.16581,0.0282743,84.1373,-8.2905,2,1.5,-1.38175,-0,0
0.2143,1,1,0,0,4,9.36945,-0.742389,0.599575,0,30,2.76343,4.24114,56.5086,113.017,0.165806,0.0282743,84.1326,-8.2903,2,1.5,-1.38172,-0,0
