Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN
1,1,0,5,0,9.41498,-0.742925,-4.98665,0.00183975
1,1,0,5,0,9.41511,-0.743016,-4.98665,0.00183975
1,1,0,5,0,9.41551,-0.742958,-4.98665,0.00183975
1,1,0,5,0,9.41632,-0.742967,-4.98665,0.00183975
1,1,0,5,0,9.41635,-0.743034,-4.98665,0.00183975
1,1,0,5,0,9.41616,-0.743034,-4.98665,0.00183975
1,1,0,5,0,9.41683,-0.74288,-4.98665,0.00183975
1,1,0,5,0,9.41666,-0.742844,-4.98665,0.00183975
1,1,0,5,0,9.41505,-0.742862,-4.98665,0.00183975
1,1,0,5,0,9.41465,-0.742827,-4.98665,0.00183975
1,1,0,5,0,9.41568,-0.742835,-4.98665,0.00183975
1,1,0,5,0,9.41515,-0.742883,-4.98665,0.00183975
1,1,0,5,0,9.41528,-0.742934,-4.98665,0.00183975
1,1,0,5,0,9.41609,-0.742897,-4.98665,0.00183975
1,1,0,5,0,9.41636,-0.742863,-4.98665,0.00183975
1,1,0,5,0,9.41579,-0.742943,-4.98665,0.00183975
1,1,0,5,0,9.41595,-0.743033,-4.98665,0.00183975
1,1,0,5,0,9.41626,-0.742984,-4.98665,0.00183975
1,1,0,5,0,9.41605,-0.74306,-4.98665,0.00183975
1,1,0,5,0,9.41572,-0.743171,-4.98665,0.00183975
1,1,0,5,0,9.4155,-0.743134,-4.98665,0.00183975
1,1,0,5,0,9.41538,-0.743113,-4.98665,0.00183975
1,1,0,5,0,9.41636,-0.743045,-4.98665,0.00183975
1,1,0,5,0,9.41796,-0.742844,-4.98665,0.00183975
1,1,0,5,0,9.41906,-0.742715,-4.98665,0.00183975
1,1,0,5,0,9.41936,-0.742701,-4.98665,0.00183975
1,1,0,5,0,9.41887,-0.74274,-4.98665,0.00183975
1,1,0,5,0,9.41765,-0.74285,-4.98665,0.00183975
1,1,0,5,0,9.41667,-0.743,-4.98665,0.00183975
1,1,0,5,0,9.41629,-0.743001,-4.98665,0.00183975
1,1,0,5,0,9.41596,-0.742991,-4.98665,0.00183975
1,1,0,5,0,9.41535,-0.743035,-4.98665,0.00183975
1,1,0,5,0,9.41541,-0.743019,-4.98665,0.00183975
1,1,0,5,0,9.41629,-0.742979,-4.98665,0.00183975
1,1,0,5,0,9.41751,-0.742969,-4.98665,0.00183975
1,1,0,5,0,9.41831,-0.742955,-4.98665,0.00183975
1,1,0,5,0,9.41818,-0.743025,-4.98665,0.00183975
1,1,0,5,0,9.41718,-0.74316,-4.98665,0.00183975
1,1,0,5,0,9.41588,-0.743191,-4.98665,0.00183975
1,1,0,5,0,9.41556,-0.743237,-4.98665,0.00183975
1,1,0,5,0,9.41662,-0.743121,-4.98665,0.00183975
1,1,0,5,0,9.41748,-0.742946,-4.98665,0.00183975
1,1,0,5,0,9.41754,-0.742941,-4.98665,0.00183975
1,1,0,5,0,9.41767,-0.743022,-4.98665,0.00183975
1,1,0,5,0,9.417,-0.743076,-4.98665,0.00183975
1,1,0,5,0,9.4169,-0.743145,-4.98665,0.00183975
1,1,0,5,0,9.41669,-0.743243,-4.98665,0.00183975
1,1,0,5,0,9.41625,-0.743208,-4.98665,0.00183975
1,1,0,5,0,9.41673,-0.743136,-4.98665,0.00183975
1,1,0,5,0,9.41631,-0.743137,-4.98665,0.00183975
1,1,0,5,0,9.41587,-0.743184,-4.98665,0.00183975
1,1,0,5,0,9.41647,-0.743083,-4.98665,0.00183975
1,1,0,5,0,9.4175,-0.743069,-4.98665,0.00183975
1,1,0,5,0,9.41675,-0.743048,-4.98665,0.00183975
1,1,0,5,0,9.41683,-0.743046,-4.98665,0.00183975
1,1,0,5,0,9.41752,-0.74298,-4.98665,0.00183975
1,1,0,5,0,9.41765,-0.743005,-4.98665,0.00183975
1,1,0,5,0,9.41733,-0.743056,-4.98665,0.00183975
1,1,0,5,0,9.41854,-0.743053,-4.98665,0.00183975
1,1,0,5,0,9.41898,-0.742994,-4.98665,0.00183975
1,1,0,5,0,9.41814,-0.742947,-4.98665,0.00183975
1,1,0,5,0,9.41772,-0.743004,-4.98665,0.00183975
1,1,0,5,0,9.41794,-0.742864,-4.98665,0.00183975
1,1,0,5,0,9.41712,-0.742744,-4.98665,0.00183975
1,1,0,5,0,9.4166,-0.742792,-4.98665,0.00183975
1,1,0,5,0,9.41625,-0.742854,-4.98665,0.00183975
1,1,0,5,0,9.41598,-0.742915,-4.98665,0.00183975
1,1,0,5,0,9.41627,-0.74298,-4.98665,0.00183975
1,1,0,5,0,9.41644,-0.742974,-4.98665,0.00183975
1,1,0,5,0,9.41654,-0.742946,-4.98665,0.00183975
1,1,0,5,0,9.41679,-0.742925,-4.98665,0.00183975
1,1,0,5,0,9.41631,-0.743034,-4.98665,0.00183975
1,1,0,5,0,9.41554,-0.743175,-4.98665,0.00183975
1,1,0,5,0,9.41568,-0.74332,-4.98665,0.00183975
1,1,0,5,0,9.4165,-0.743321,-4.98665,0.00183975
1,1,0,5,0,9.41752,-0.743208,-4.98665,0.00183975
1,1,0,5,0,9.41817,-0.743079,-4.98665,0.00183975
1,1,0,5,0,9.41812,-0.743103,-4.98665,0.00183975
1,1,0,5,0,9.41771,-0.743109,-4.98665,0.00183975
1,1,0,5,0,9.41685,-0.743118,-4.98665,0.00183975
1,1,0,5,0,9.41602,-0.743266,-4.98665,0.00183975
1,1,0,5,0,9.41568,-0.743325,-4.98665,0.00183975
1,1,0,5,0,9.41581,-0.743184,-4.98665,0.00183975
1,1,0,5,0,9.41606,-0.743109,-4.98665,0.00183975
1,1,0,5,0,9.41669,-0.742999,-4.98665,0.00183975
1,1,0,5,0,9.41787,-0.742758,-4.98665,0.00183975
1,1,0,5,0,9.41849,-0.742714,-4.98665,0.00183975
1,1,0,5,0,9.41877,-0.742738,-4.98665,0.00183975
1,1,0,5,0,9.41821,-0.742755,-4.98665,0.00183975
1,1,0,5,0,9.41795,-0.74277,-4.98665,0.00183975
1,1,0,5,0,9.41765,-0.742773,-4.98665,0.00183975
1,1,0,5,0,9.41742,-0.742849,-4.98665,0.00183975
1,1,0,5,0,9.41702,-0.742925,-4.98665,0.00183975
1,1,0,5,0,9.41689,-0.74294,-4.98665,0.00183975
1,1,0,5,0,9.41653,-0.743119,-4.98665,0.00183975
1,1,0,5,0,9.41637,-0.743239,-4.98665,0.00183975
1,1,0,5,0,9.41639,-0.743156,-4.98665,0.00183975
1,1,0,5,0,9.41732,-0.743112,-4.98665,0.00183975
1,1,0,5,0,9.41686,-0.74313,-4.98665,0.00183975
1,1,0,5,0,9.4162,-0.743027,-4.98665,0.00183975
1,1,0,5,0,9.41729,-0.74301,-4.98665,0.00183975
1,1,0,5,0,9.41711,-0.743103,-4.98665,0.00183975
1,1,0,5,0,9.41662,-0.743144,-4.98665,0.00183975
1,1,0,5,0,9.41783,-0.743048,-4.98665,0.00183975
1,1,0,5,0,9.41798,-0.74304,-4.98665,0.00183975
1,1,0,5,0,9.41746,-0.74305,-4.98665,0.00183975
1,1,0,5,0,9.41752,-0.743042,-4.98665,0.00183975
1,1,0,5,0,9.41783,-0.743055,-4.98665,0.00183975
1,1,0,5,0,9.41718,-0.743073,-4.98665,0.00183975
1,1,0,5,0,9.41685,-0.742984,-4.98665,0.00183975
1,1,0,5,0,9.41727,-0.742871,-4.98665,0.00183975
1,1,0,5,0,9.41801,-0.742743,-4.98665,0.00183975
1,1,0,5,0,9.41826,-0.742729,-4.98665,0.00183975
1,1,0,5,0,9.41844,-0.742946,-4.98665,0.00183975
1,1,0,5,0,9.4179,-0.743094,-4.98665,0.00183975
1,1,0,5,0,9.41657,-0.743218,-4.98665,0.00183975
1,1,0,5,0,9.41546,-0.743252,-4.98665,0.00183975
1,1,0,5,0,9.41469,-0.743156,-4.98665,0.00183975
1,1,0,5,0,9.41551,-0.742952,-4.98665,0.00183975
1,1,0,5,0,9.41681,-0.742894,-4.98665,0.00183975
1,1,0,5,0,9.4178,-0.742847,-4.98665,0.00183975
1,1,0,5,0,9.41827,-0.742843,-4.98665,0.00183975
1,1,0,5,0,9.41834,-0.742892,-4.98665,0.00183975
1,1,0,5,0,9.41745,-0.742967,-4.98665,0.00183975
1,1,0,5,0,9.41654,-0.743064,-4.98665,0.00183975
1,1,0,5,0,9.41618,-0.743115,-4.98665,0.00183975
1,1,0,5,0,9.41746,-0.743075,-4.98665,0.00183975
1,1,0,5,0,9.41815,-0.742978,-4.98665,0.00183975
1,1,0,5,0,9.41878,-0.742871,-4.98665,0.00183975
1,1,0,5,0,9.41904,-0.742773,0,0
1,1,0,5,0,9.41886,-0.742777,0,0
1,1,0,5,0,8.10118,-0.638797,0,0
1,1,0,5,0,5.8413,-0.460533,0,0
1,1,0,5,0,3.7696,-0.297184,0,0
1,1,0,5,0,1.69849,-0.133812,0,0
1,1,0,5,0,0.00395166,-5.33431e-05,0,0
1,1,0,5,0,0.00308,-6.34692e-05,0,0
1,1,0,5,0,0.00302893,-9.11458e-05,0,0
1,1,0,5,0,0.0027401,-2.1742e-07,0,0
1,1,0,5,0,0.00265078,1.86303e-05,0,0
1,1,0,5,0,0.00213323,-8.66828e-05,0,0
1,1,0,5,0,0.00161344,-3.26408e-05,0,0
1,1,0,5,0,0.00197786,-2.52063e-06,0,0
1,1,0,5,0,0.002737,1.00359e-07,0,0
1,1,0,5,0,0.00195941,-8.02176e-05,0,0
1,1,0,5,0,0.00139356,-8.26743e-05,0,0
1,1,0,5,0,0.00187246,-6.94071e-05,0,0
1,1,0,5,0,0.00119222,-7.52626e-05,0,0
1,1,0,5,0,0.000992421,-5.14459e-05,0,0
1,1,0,5,0,0.00193875,2.15922e-05,0,0
1,1,0,5,0,0.00209918,7.67095e-06,0,0
1,1,0,5,0,0.00190419,0.000121568,0,0
1,1,0,5,0,0.00250013,0.00023202,0,0
1,1,0,5,0,0.00208131,0.000201303,0,0
1,1,0,5,0,0.00190433,0.000126265,0,0
1,1,0,5,0,0.0018396,1.6579e-05,0,0
1,1,0,5,0,0.00277676,-5.54135e-05,0,0
1,1,0,5,0,0.00319526,-0.000147273,0,0
1,1,0,5,0,0.00311274,-0.000108538,0,0
1,1,0,5,0,0.0029861,-5.03796e-05,0,0
1,1,0,5,0,0.00208715,-7.51126e-05,0,0
1,1,0,5,0,0.00115743,-7.84888e-05,0,0
1,1,0,5,0,0.00104765,-0.000143958,0,0
1,1,0,5,0,0.00158505,-0.000147391,0,0
1,1,0,5,0,0.00252919,-0.000103661,0,0
1,1,0,5,0,0.00383899,-2.35352e-05,0,0
1,1,0,5,0,0.00384245,-3.52247e-05,0,0
1,1,0,5,0,0.00377409,-3.23487e-05,0,0
1,1,0,5,0,0.0026778,-0.000116437,0,0
1,1,0,5,0,0.00134792,-0.00025632,0,0
1,1,0,5,0,0.000821725,-0.000287401,0,0
1,1,0,5,0,0.000926638,-0.000271983,0,0
1,1,0,5,0,0.00193772,-0.000316591,0,0
1,1,0,5,0,0.00313685,-0.00027518,0,0
1,1,0,5,0,0.00390873,-0.000266117,0,0
1,1,0,5,0,0.00451008,-0.000247412,0,0
1,1,0,5,0,0.00445401,-0.000175392,0,0
1,1,0,5,0,0.00323777,-0.000139503,0,0
1,1,0,5,0,0.00297754,-0.000133597,0,0
1,1,0,5,0,0.00259779,-7.02931e-05,0,0
1,1,0,5,0,0.0017686,-4.83796e-05,0,0
1,1,0,5,0,0.00168232,6.60959e-05,0,0
1,1,0,5,0,0.0025671,8.40024e-05,0,0
1,1,0,5,0,0.0016733,2.44264e-05,0,0
1,1,0,5,0,0.00162402,3.24502e-05,0,0
1,1,0,5,0,0.00230016,0.000177223,0,0
1,1,0,5,0,0.00230661,0.00021654,0,0
1,1,0,5,0,0.00156235,0.000195784,0,0
1,1,0,5,0,0.00190852,0.000122875,0,0
1,1,0,5,0,0.00234551,-6.73231e-05,0,0
1,1,0,5,0,0.00138129,-0.000247222,0,0
1,1,0,5,0,0.00134368,-0.000265229,0,0
1,1,0,5,0,0.00268959,-0.00020718,0,0
1,1,0,5,0,0.00302424,-8.659e-05,0,0
1,1,0,5,0,0.00266382,-6.01839e-05,0,0
1,1,0,5,0,0.00338157,-9.61572e-05,0,0
1,1,0,5,0,0.00274293,-6.40123e-05,0,0
1,1,0,5,0,0.00146995,-0.000162944,0,0
1,1,0,5,0,0.00118424,-0.000169689,0,0
1,1,0,5,0,0.0018103,-0.00014399,0,0
1,1,0,5,0,0.00224909,-0.00015713,0,0
1,1,0,5,0,0.00228743,-0.000108298,0,0
1,1,0,5,0,0.00268491,-4.09623e-05,0,0
1,1,0,5,0,0.00262767,-3.49374e-05,0,0
1,1,0,5,0,0.00210128,-5.1001e-05,0,0
1,1,0,5,0,0.00282617,2.01374e-05,0,0
1,1,0,5,0,0.00331383,-6.68656e-05,0,0
1,1,0,5,0,0.00299063,-0.000132777,0,0
1,1,0,5,0,0.00272603,-0.000136529,0,0
1,1,0,5,0,0.00174077,-0.000293669,0,0
1,1,0,5,0,0.00101054,-0.000397048,0,0
1,1,0,5,0,0.00126318,-0.000418975,0,0
1,1,0,5,0,0.00203361,-0.000345699,0,0
1,1,0,5,0,0.00380788,-0.000182535,0,0
1,1,0,5,0,0.00510032,-5.30309e-05,0,0
1,1,0,5,0,0.00622779,5.70167e-05,0,0
1,1,0,5,0,0.00625453,2.8993e-05,0,0
1,1,0,5,0,0.00516951,-8.77243e-05,0,0
1,1,0,5,0,0.00414083,-0.000204621,0,0
1,1,0,5,0,0.00342498,-0.000325866,0,0
1,1,0,5,0,0.00427082,-0.000361473,0,0
1,1,0,5,0,0.00522158,-0.000329857,0,0
1,1,0,5,0,0.00517209,-0.000341093,0,0
1,1,0,5,0,0.00450164,-0.00032786,0,0
1,1,0,5,0,0.00371201,-0.000377794,0,0
1,1,0,5,0,0.00356664,-0.000376125,0,0
1,1,0,5,0,0.00367982,-0.000252105,0,0
1,1,0,5,0,0.00376172,-0.00021094,0,0
1,1,0,5,0,0.00398454,-0.000135807,0,0
1,1,0,5,0,0.00334321,-3.90615e-05,0,0
1,1,0,5,0,0.00194968,-0.000166541,0,0
1,1,0,5,0,0.00243971,-0.000127,0,0
1,1,0,5,0,0.00224548,-0.000177327,0,0
1,1,0,5,0,0.00157055,-0.000330177,0,0
1,1,0,5,0,0.00211862,-0.000337534,0,0
1,1,0,5,0,0.00183976,-0.000345012,0,0
1,1,0,5,0,0.000878231,-0.000420075,0,0
1,1,0,5,0,0.0012907,-0.000336884,0,0
1,1,0,5,0,0.000987472,-0.000264712,0,0
1,1,0,5,0,0.000669113,-0.000280647,0,0
1,1,0,5,0,0.00153857,-0.000292988,0,0
1,1,0,5,0,0.00270695,-0.000259313,0,0
1,1,0,5,0,0.00225434,-0.000353167,0,0
1,1,0,5,0,0.00219663,-0.000493851,0,0
1,1,0,5,0,0.00257012,-0.000456241,0,0
1,1,0,5,0,0.00226714,-0.000351874,0,0
1,1,0,5,0,0.00212164,-0.00031677,0,0
1,1,0,5,0,0.002388,-0.000234019,0,0
1,1,0,5,0,0.00235695,-0.000273966,0,0
1,1,0,5,0,0.00196791,-0.000316057,0,0
1,1,0,5,0,0.00256024,-0.000361953,0.00275963,0
1,1,0,5,0,0.034928,0.00148758,0.0288841,-0.000183975
1,1,0,5,0,0.0983498,0.00527007,0.0642074,-0.000183975
1,1,0,5,0,0.160797,0.0094111,0.104682,-0.000183975
1,1,0,5,0,0.224936,0.0131724,0.150492,-0.000183975
1,1,0,5,0,0.277109,0.0170597,0.189862,-0.000183975
1,1,0,5,0,0.287156,0.0189903,0.232177,-0.000183975
1,1,0,5,0,0.28959,0.0192693,0.276147,-0.000183975
1,1,0,5,0,0.303671,0.0202714,0.318645,-0.000183975
1,1,0,5,0,0.313915,0.0212814,0.360959,-0.000183975
1,1,0,5,0,0.306031,0.0205348,0.40493,-0.000183975
1,1,0,5,0,0.301968,0.0198124,0.450555,-0.000183975
1,1,0,5,0,0.291982,0.0194275,0.497469,-0.000183975
1,1,0,5,0,0.278463,0.0184137,0.543279,-0.000183975
1,1,0,5,0,0.273319,0.0178735,0.588721,-0.000183975
1,1,0,5,0,0.279035,0.0186335,0.633243,-0.000183975
1,1,0,5,0,0.284079,0.0192776,0.677213,-0.000183975
1,1,0,5,0,0.279751,0.019498,0.725414,-0.000183975
1,1,0,5,0,0.282192,0.0203362,0.769201,-0.000183975
1,1,0,5,0,0.278822,0.0202835,0.810411,-0.000183975
1,1,0,5,0,0.267985,0.0198394,0.858612,-0.000183975
1,1,0,5,0,0.270468,0.0190758,0.896143,-0.000183975
1,1,0,5,0,0.271379,0.0189683,0.946921,-0.000183975
1,1,0,5,0,0.271157,0.0190899,0.989051,-0.000183975
1,1,0,5,0,0.276099,0.0193198,1.03265,-0.000183975
1,1,0,5,0,0.279759,0.019865,1.07791,-0.000183975
1,1,0,5,0,0.284761,0.0205399,1.11894,-0.000183975
1,1,0,5,0,0.288687,0.0204125,1.16585,-0.000183975
1,1,0,5,0,0.290292,0.0204405,1.21276,-0.000183975
1,1,0,5,0,0.283581,0.0198644,1.2571,-0.000183975
1,1,0,5,0,0.278821,0.0192952,1.29555,-0.000183975
1,1,0,5,0,0.271344,0.019263,1.34118,-0.000183975
1,1,0,5,0,0.267747,0.01846,1.39067,-0.000183975
1,1,0,5,0,0.269504,0.0183823,1.43537,-0.000183975
1,1,0,5,0,0.27372,0.0186877,1.47934,-0.000183975
1,1,0,5,0,0.277878,0.018484,1.52479,-0.000183975
1,1,0,5,0,0.275912,0.0184876,1.56802,-0.000183975
1,1,0,5,0,0.274,0.0189207,1.61309,-0.000183975
1,1,0,5,0,0.28019,0.0186789,1.65357,-0.000183975
1,1,0,5,0,0.285962,0.0186037,1.69828,-0.000183975
1,1,0,5,0,0.291179,0.0193944,1.74813,-0.000183975
1,1,0,5,0,0.294259,0.0198735,1.79118,-0.000183975
1,1,0,5,0,0.300198,0.0212857,1.83699,-0.000183975
1,1,0,5,0,0.304262,0.0230675,1.8863,-0.000183975
1,1,0,5,0,0.302766,0.0235902,1.92714,-0.000183975
1,1,0,5,0,0.308177,0.0241323,1.97093,-0.000183975
1,1,0,5,0,0.308758,0.0246536,2.01324,-0.000183975
1,1,0,5,0,0.308888,0.0259634,2.05556,-0.000183975
1,1,0,5,0,0.309146,0.0267488,2.10192,-0.000183975
1,1,0,5,0,0.309479,0.0278021,2.15141,-0.000183975
1,1,0,5,0,0.315125,0.0292048,2.19115,-0.000183975
1,1,0,5,0,0.316586,0.0291393,2.23585,-0.000183975
1,1,0,5,0,0.31537,0.0285966,2.27945,-0.000183975
1,1,0,5,0,0.324221,0.0299047,2.326,-0.000183975
1,1,0,5,0,0.345927,0.0313804,2.37365,-0.000183975
1,1,0,5,0,0.361853,0.0320777,2.42167,-0.000183975
1,1,0,5,0,0.391838,0.0337351,2.46674,-0.000183975
1,1,0,5,0,0.399338,0.0341976,2.50611,-0.000183975
1,1,0,5,0,0.386894,0.0336987,2.55523,-0.000183975
1,1,0,5,0,0.378535,0.0338187,2.59773,-0.000183975
1,1,0,5,0,0.361039,0.0334143,2.64041,-0.000183975
1,1,0,5,0,0.351768,0.0331899,2.68475,-0.000183975
1,1,0,5,0,0.362764,0.0334647,2.73074,-0.000183975
1,1,0,5,0,0.36868,0.0323478,2.77876,-0.000183975
1,1,0,5,0,0.377613,0.0317528,2.82089,-0.000183975
1,1,0,5,0,0.38477,0.0316572,2.86909,-0.000183975
1,1,0,5,0,0.384983,0.0309259,2.91601,-0.000183975
1,1,0,5,0,0.383306,0.0317025,2.96108,-0.000183975
1,1,0,5,0,0.38474,0.0327801,3.00689,-0.000183975
1,1,0,5,0,0.384477,0.0334286,3.0516,-0.000183975
1,1,0,5,0,0.394722,0.0354496,3.09796,-0.000183975
1,1,0,5,0,0.398471,0.0369683,3.14027,-0.000183975
1,1,0,5,0,0.40462,0.0381305,3.18498,-0.000183975
1,1,0,5,0,0.410191,0.038881,3.22877,-0.000183975
1,1,0,5,0,0.412032,0.0389254,3.26832,-0.000183975
1,1,0,5,0,0.422437,0.0379303,3.31487,-0.000183975
1,1,0,5,0,0.432021,0.0377204,3.35424,-0.000183975
1,1,0,5,0,0.442773,0.0373055,3.40814,-0.000183975
1,1,0,5,0,0.456795,0.0383826,3.44788,-0.000183975
1,1,0,5,0,0.455924,0.0394568,3.49203,-0.000183975
1,1,0,5,0,0.463889,0.0410731,3.54116,-0.000183975
1,1,0,5,0,0.48373,0.0437337,3.58255,-0.000367951
