Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN
1,0,0,5,0,5.06044,-0.396945,-10.2331,0.0101186
1,0,0,5,0,9.48665,-0.745025,-10.2331,0.0101186
1,0,0,5,0,9.48591,-0.745101,-10.2331,0.0101186
1,0,0,5,0,9.4853,-0.745226,-10.2331,0.0101186
1,0,0,5,0,9.48525,-0.745231,-10.2331,0.0101186
1,0,0,5,0,9.48431,-0.745179,-10.2331,0.0101186
1,0,0,5,0,9.48408,-0.745167,-10.2331,0.0101186
1,0,0,5,0,9.48518,-0.745055,-10.2331,0.0101186
1,0,0,5,0,9.48633,-0.744987,-10.2331,0.0101186
1,0,0,5,0,9.48714,-0.745011,-10.2331,0.0101186
1,0,0,5,0,9.4873,-0.74498,-10.2331,0.0101186
1,0,0,5,0,9.48678,-0.744966,-10.2331,0.0101186
1,0,0,5,0,9.48601,-0.7451,-10.2331,0.0101186
1,0,0,5,0,9.48544,-0.745027,-10.2331,0.0101186
1,0,0,5,0,9.48576,-0.744925,-10.2331,0.0101186
1,0,0,5,0,9.48624,-0.745044,-10.2331,0.0101186
1,0,0,5,0,9.48656,-0.745011,-10.2331,0.0101186
1,0,0,5,0,9.48721,-0.74505,-10.2331,0.0101186
1,0,0,5,0,9.48676,-0.745157,-10.2331,0.0101186
1,0,0,5,0,9.48625,-0.745187,-10.2331,0.0101186
1,0,0,5,0,9.48581,-0.745259,-10.2331,0.0101186
1,0,0,5,0,9.48506,-0.745289,-10.2331,0.0101186
1,0,0,5,0,9.48466,-0.745259,-10.2331,0.0101186
1,0,0,5,0,9.48497,-0.74531,-10.2331,0.0101186
1,0,0,5,0,9.48521,-0.745265,-10.2331,0.0101186
1,0,0,5,0,9.48529,-0.745193,-10.2331,0.0101186
1,0,0,5,0,9.48528,-0.745267,-10.2331,0.0101186
1,0,0,5,0,9.48493,-0.745373,-10.2331,0.0101186
1,0,0,5,0,9.48505,-0.74538,-10.2331,0.0101186
1,0,0,5,0,9.48585,-0.745367,-10.2331,0.0101186
1,0,0,5,0,9.48674,-0.745398,-10.2331,0.0101186
1,0,0,5,0,9.48635,-0.745359,-10.2331,0.0101186
1,0,0,5,0,9.48631,-0.745356,-10.2331,0.0101186
1,0,0,5,0,9.48612,-0.745433,-10.2331,0.0101186
1,0,0,5,0,9.48514,-0.745441,-10.2331,0.0101186
1,0,0,5,0,9.48452,-0.74541,-10.2331,0.0101186
1,0,0,5,0,9.48469,-0.745381,-10.2331,0.0101186
1,0,0,5,0,9.48535,-0.745259,-10.2331,0.0101186
1,0,0,5,0,9.48645,-0.745238,-10.2331,0.0101186
1,0,0,5,0,9.48757,-0.745298,-10.2331,0.0101186
1,0,0,5,0,9.48759,-0.745292,-10.2331,0.0101186
1,0,0,5,0,9.48727,-0.745343,-10.2331,0.0101186
1,0,0,5,0,9.48637,-0.745446,-10.2331,0.0101186
1,0,0,5,0,9.48555,-0.745407,-10.2331,0.0101186
1,0,0,5,0,9.48515,-0.745396,-10.2331,0.0101186
