Mode,Dof,ControlType,StairNum,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,0,-1637138606,4.89479,-0.412167,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17829,-0.773527,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17863,-0.773505,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17943,-0.773299,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.18022,-0.773243,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17927,-0.773242,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17818,-0.773344,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1781,-0.773475,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17747,-0.773542,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17694,-0.773516,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17748,-0.773495,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17757,-0.773399,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17746,-0.773327,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17755,-0.773388,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17761,-0.773489,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17791,-0.773465,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17766,-0.773537,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17729,-0.773563,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17708,-0.773454,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17711,-0.773305,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17678,-0.773198,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17656,-0.773275,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1766,-0.773282,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1771,-0.773348,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17714,-0.773532,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1773,-0.773554,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17731,-0.773537,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17724,-0.773531,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17729,-0.773498,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17887,-0.773387,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17971,-0.773238,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1802,-0.773169,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17994,-0.773178,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17861,-0.773163,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17782,-0.773249,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17872,-0.773238,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17963,-0.773172,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17978,-0.773105,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1795,-0.773055,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17896,-0.773127,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17759,-0.773206,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17689,-0.773274,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17768,-0.773325,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17887,-0.77318,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17893,-0.773121,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1793,-0.773113,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17898,-0.77316,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17801,-0.773241,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1782,-0.773347,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17818,-0.773361,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17818,-0.773286,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17837,-0.773253,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17831,-0.773199,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17841,-0.773075,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17879,-0.773024,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17937,-0.772907,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17921,-0.772944,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1786,-0.773064,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17824,-0.773242,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17866,-0.773339,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.17834,-0.773461,-12.2147,-35.0357
1,1,0,0,0,-1637138606,9.1784,-0.773424,-12.2147,-35.0357
