Mode,Dof,ControlType,StairNum,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,0,805098326,4.51271,-0.380328,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02952,-0.760973,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02908,-0.761135,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02933,-0.761164,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02964,-0.761158,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02984,-0.761247,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02998,-0.761317,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03015,-0.761244,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03041,-0.761223,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02941,-0.761257,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02876,-0.761205,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03018,-0.761091,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03077,-0.761094,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03079,-0.761047,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03093,-0.761097,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03005,-0.761186,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02895,-0.7611,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0286,-0.760988,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0286,-0.760873,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02979,-0.760715,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0305,-0.760694,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03059,-0.760712,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03057,-0.760774,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03035,-0.760895,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02931,-0.761156,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02915,-0.761179,-12.3146,-34.9864
1,1,0,0,0,805098326,9.02976,-0.761224,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03084,-0.761194,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03117,-0.761088,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03113,-0.761004,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03134,-0.761087,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03163,-0.761039,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03187,-0.760946,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03209,-0.760861,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03219,-0.760839,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03207,-0.760823,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03222,-0.760892,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03208,-0.760947,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03227,-0.761022,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03201,-0.761038,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03233,-0.760981,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03196,-0.760959,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03246,-0.760997,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03333,-0.761048,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03435,-0.760948,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0344,-0.760931,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03442,-0.760869,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03474,-0.760773,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03482,-0.760808,-12.3146,-34.9864
1,1,0,0,0,805098326,9.034,-0.760834,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0345,-0.760694,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03495,-0.760531,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03427,-0.760451,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03406,-0.760464,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03343,-0.76064,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03375,-0.760832,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03413,-0.760986,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03472,-0.760999,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0353,-0.760929,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03524,-0.760896,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03463,-0.760824,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03413,-0.76084,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0343,-0.760954,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03574,-0.760978,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03714,-0.760929,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03766,-0.760927,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03785,-0.760904,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03717,-0.7609,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03563,-0.760965,-12.3146,-34.9864
1,1,0,0,0,805098326,9.035,-0.760976,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03613,-0.760929,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03683,-0.760906,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03731,-0.760881,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03742,-0.760891,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03662,-0.761017,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03638,-0.760918,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03705,-0.760874,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03724,-0.760879,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03798,-0.760772,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0383,-0.760801,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03817,-0.760786,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03851,-0.760816,-12.3146,-34.9864
1,1,0,0,0,805098326,9.0386,-0.760836,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03915,-0.760751,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03962,-0.760781,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03933,-0.760813,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03989,-0.760786,-12.3146,-34.9864
1,1,0,0,0,805098326,9.04115,-0.76085,-12.3146,-34.9864
1,1,0,0,0,805098326,9.03938,-0.760939,-12.3146,-34.9864
