Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS,CentroidX,CentroidY,CentroidZ
0.016171,1,1,0,5,0,5.43404,-0.453067,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05949,1.47192,-nan(ind),-nan(ind),0,-1.36292,-1.27824,29.9418
0.079048,1,1,0,5,0,8.6078,-0.717716,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05949,1.47193,-nan(ind),-nan(ind),0,-1.36016,-1.27312,29.9421
0.089487,1,1,0,5,0,8.60833,-0.717695,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05949,1.47192,-nan(ind),-nan(ind),0,-1.36235,-1.27397,29.942
0.100642,1,1,0,5,0,8.60851,-0.71755,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05951,1.47192,-nan(ind),-nan(ind),0,-1.36604,-1.27598,29.9417
0.111217,1,1,0,5,0,8.60751,-0.717592,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.0595,1.47192,-nan(ind),-nan(ind),0,-1.36571,-1.27074,29.9419
0.122047,1,1,0,5,0,8.6075,-0.717595,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.0595,1.47192,-nan(ind),-nan(ind),0,-1.36239,-1.27279,29.942
0.132906,1,1,0,5,0,8.60848,-0.71764,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.0595,1.47192,-nan(ind),-nan(ind),0,-1.36369,-1.27467,29.9419
0.143963,1,1,0,5,0,8.6093,-0.717751,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.0595,1.47192,-nan(ind),-nan(ind),0,-1.36243,-1.2771,29.9418
0.154774,1,1,0,5,0,8.60837,-0.717837,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05948,1.47193,-nan(ind),-nan(ind),0,-1.36588,-1.28262,29.9414
0.166748,1,1,0,5,0,8.60749,-0.717529,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.0595,1.47192,-nan(ind),-nan(ind),0,-1.36924,-1.27327,29.9417
0.178787,1,1,0,5,0,8.60772,-0.717238,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05953,1.47191,-nan(ind),-nan(ind),0,-1.36858,-1.273,29.9417
0.189673,1,1,0,5,0,8.60754,-0.717314,-4.71565,0.00367951,30,-nan(ind),-nan(ind),-nan(ind),-888.88,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.05952,1.47191,-nan(ind),-nan(ind),0,-1.35938,-1.27888,29.9419
