Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.014053,1,1,0,5,0,5.74616,-0.423819,9.21348,0.000367951,30,0.0281347,16.6254,868.35,1736.7,0.00661733,0.110836,1.74957,-0.08404,1.99676,1.50162,-0.0140218,-0.00347271,0
0.073816,1,1,0,5,0,10.7722,-0.799514,9.21348,0.000367951,30,0.0527435,16.6254,868.35,1736.7,0.0124053,0.110836,7.58158,-0.157552,1.99678,1.50161,-0.0262869,-0.00184087,0
0.084272,1,1,0,5,0,10.7714,-0.799757,9.21348,0.000367951,30,0.0527398,16.6254,868.35,1736.7,0.0124045,0.110836,7.58036,-0.157541,1.99678,1.50161,-0.0262851,-0.00184031,0
0.094575,1,1,0,5,0,10.7716,-0.799847,9.21348,0.000367951,30,0.0527405,16.6254,868.35,1736.7,0.0124047,0.110836,7.58059,-0.157544,1.99678,1.50161,-0.0262854,-0.0018401,0
0.105195,1,1,0,5,0,10.7712,-0.799906,9.21348,0.000367951,30,0.0527388,16.6254,868.35,1736.7,0.0124042,0.110836,7.58001,-0.157538,1.99678,1.50161,-0.0262846,-0.00183997,0
0.116082,1,1,0,5,0,10.7713,-0.799924,9.21348,0.000367951,30,0.0527392,16.6254,868.35,1736.7,0.0124043,0.110836,7.58015,-0.15754,1.99678,1.50161,-0.0262848,-0.00183993,0
0.127178,1,1,0,5,0,10.772,-0.799844,9.21348,0.000367951,30,0.0527427,16.6254,868.35,1736.7,0.0124052,0.110836,7.58134,-0.15755,1.99678,1.50161,-0.0262865,-0.00184011,0
0.138028,1,1,0,5,0,10.7734,-0.799711,9.21348,0.000367951,30,0.0527493,16.6254,868.35,1736.7,0.0124067,0.110836,7.58352,-0.157569,1.99678,1.50161,-0.0262898,-0.00184042,0
0.148851,1,1,0,5,0,10.7736,-0.799601,9.21348,0.000367951,30,0.0527502,16.6254,868.35,1736.7,0.0124069,0.110836,7.58385,-0.157572,1.99678,1.50161,-0.0262902,-0.00184067,0
0.16072,1,1,0,5,0,10.7739,-0.799516,9.21348,0.000367951,30,0.0527519,16.6254,868.35,1736.7,0.0124073,0.110836,7.58442,-0.157577,1.99678,1.50161,-0.0262911,-0.00184087,0
