Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.015183,1,1,0,5,0,4.84726,-0.396044,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.08036,1,1,0,5,0,8.61703,-0.704255,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.090823,1,1,0,5,0,8.61828,-0.70405,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.101361,1,1,0,5,0,8.61952,-0.704068,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.112287,1,1,0,5,0,8.61899,-0.7042,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.123233,1,1,0,5,0,8.61761,-0.704251,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.134226,1,1,0,5,0,8.61664,-0.704212,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.146358,1,1,0,5,0,8.6164,-0.704238,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.15724,1,1,0,5,0,8.61616,-0.704362,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.168155,1,1,0,5,0,8.61703,-0.7043,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.179074,1,1,0,5,0,8.61758,-0.704272,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.190047,1,1,0,5,0,8.61896,-0.704219,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.201011,1,1,0,5,0,8.61881,-0.704153,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.213835,1,1,0,5,0,8.61844,-0.703913,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.2244,1,1,0,5,0,8.61784,-0.703743,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.23536,1,1,0,5,0,8.61847,-0.703778,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.246147,1,1,0,5,0,8.6194,-0.703864,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.257346,1,1,0,5,0,8.61877,-0.703994,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.268448,1,1,0,5,0,8.61782,-0.703962,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.279224,1,1,0,5,0,8.61768,-0.703825,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.290358,1,1,0,5,0,8.61936,-0.703626,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.300913,1,1,0,5,0,8.6198,-0.703878,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
0.312141,1,1,0,5,0,8.61873,-0.704108,-4.83947,0,30,-nan(ind),-nan(ind),-nan(ind),-912.218,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2,1.5,-nan(ind),-nan(ind),0
