Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.014012,1,1,0,5,0,9.69545,-0.623163,13.8798,0.00423143,30,0.0256739,20.4058,1308.14,2616.29,0.00741161,0.136038,3.93625,-0.0741997,1.97233,1.51423,-0.0124817,-0.027161,0
0.0744,1,1,0,5,0,12.1247,-0.778477,13.8798,0.00423143,30,0.0321066,20.4058,1308.14,2616.29,0.00926862,0.136038,6.63216,-0.0927871,1.9723,1.51424,-0.0156086,-0.0217421,0
0.084934,1,1,0,5,0,12.1223,-0.778661,13.8798,0.00423143,30,0.0321003,20.4058,1308.14,2616.29,0.0092668,0.136038,6.62912,-0.0927703,1.97231,1.51424,-0.0156058,-0.021737,0
0.095428,1,1,0,5,0,12.1205,-0.778965,13.8798,0.00423143,30,0.0320955,20.4058,1308.14,2616.29,0.00926541,0.136038,6.62681,-0.0927583,1.97233,1.51423,-0.0156037,-0.0217285,0
0.106683,1,1,0,5,0,12.1257,-0.778869,13.8798,0.00423143,30,0.0321092,20.4058,1308.14,2616.29,0.00926937,0.136038,6.63341,-0.0927961,1.97231,1.51424,-0.0156101,-0.0217312,0
0.117444,1,1,0,5,0,12.1234,-0.778483,13.8798,0.00423143,30,0.0321031,20.4058,1308.14,2616.29,0.00926761,0.136038,6.63047,-0.0927774,1.9723,1.51424,-0.015607,-0.0217419,0
0.128355,1,1,0,5,0,12.1213,-0.778527,13.8798,0.00423143,30,0.0320977,20.4058,1308.14,2616.29,0.00926604,0.136038,6.62786,-0.0927625,1.97231,1.51424,-0.0156045,-0.0217407,0
0.139298,1,1,0,5,0,12.1249,-0.77857,13.8798,0.00423143,30,0.0321071,20.4058,1308.14,2616.29,0.00926876,0.136038,6.6324,-0.0927889,1.9723,1.51424,-0.0156089,-0.0217395,0
0.150276,1,1,0,5,0,12.1232,-0.778512,13.8798,0.00423143,30,0.0321028,20.4058,1308.14,2616.29,0.00926753,0.136038,6.63033,-0.0927767,1.9723,1.51424,-0.0156069,-0.0217411,0
0.16179,1,1,0,5,0,12.1228,-0.778762,13.8798,0.00423143,30,0.0321017,20.4058,1308.14,2616.29,0.00926721,0.136038,6.6298,-0.0927747,1.97231,1.51424,-0.0156065,-0.0217341,0
