Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.013003,1,1,0,5,0,4.30166,-0.357382,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.074104,1,1,0,5,0,8.60815,-0.715159,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.081474,1,1,0,5,0,8.60853,-0.715233,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.092425,1,1,0,5,0,8.60846,-0.715241,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.104379,1,1,0,5,0,8.60823,-0.715344,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.115552,1,1,0,5,0,8.60805,-0.715427,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.126747,1,1,0,5,0,8.60776,-0.715394,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.13731,1,1,0,5,0,8.60756,-0.715375,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.149269,1,1,0,5,0,8.60779,-0.715403,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.160491,1,1,0,5,0,8.60785,-0.715295,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.171544,1,1,0,5,0,8.60779,-0.715212,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.182541,1,1,0,5,0,8.60681,-0.715408,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.193209,1,1,0,5,0,8.60612,-0.715479,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.204648,1,1,0,5,0,8.60595,-0.715507,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.215192,1,1,0,5,0,8.60617,-0.715553,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.227088,1,1,0,5,0,8.60592,-0.7155,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.238315,1,1,0,5,0,8.60595,-0.715381,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.250286,1,1,0,5,0,8.60606,-0.715352,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.260984,1,1,0,5,0,8.60567,-0.715373,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.273187,1,1,0,5,0,8.60578,-0.715571,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.284157,1,1,0,5,0,8.6056,-0.715527,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.295158,1,1,0,5,0,8.60612,-0.715519,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.306089,1,1,0,5,0,8.6077,-0.715439,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.317051,1,1,0,5,0,8.60848,-0.715321,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.328816,1,1,0,5,0,8.60895,-0.715189,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.340828,1,1,0,5,0,8.60897,-0.715267,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.351683,1,1,0,5,0,8.60771,-0.715383,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.36406,1,1,0,5,0,8.60663,-0.715356,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.374667,1,1,0,5,0,8.60609,-0.715414,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.385988,1,1,0,5,0,8.60568,-0.715457,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.396938,1,1,0,5,0,8.60554,-0.715359,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.407888,1,1,0,5,0,8.60572,-0.715354,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.419532,1,1,0,5,0,8.60576,-0.715521,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.430703,1,1,0,5,0,8.60589,-0.71563,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.44152,1,1,0,5,0,8.60606,-0.715705,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.452676,1,1,0,5,0,8.60671,-0.715726,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.463825,1,1,0,5,0,8.60744,-0.715705,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.474635,1,1,0,5,0,8.6083,-0.71561,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.486781,1,1,0,5,0,8.60831,-0.715559,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.497443,1,1,0,5,0,8.60824,-0.715546,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.508719,1,1,0,5,0,8.60771,-0.715488,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.520609,1,1,0,5,0,8.60664,-0.715537,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.531865,1,1,0,5,0,8.60631,-0.715412,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.542657,1,1,0,5,0,8.60654,-0.715399,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.553809,1,1,0,5,0,8.60692,-0.715466,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.56452,1,1,0,5,0,8.60753,-0.71547,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.575561,1,1,0,5,0,8.60796,-0.715452,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.586636,1,1,0,5,0,8.60836,-0.715436,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.597665,1,1,0,5,0,8.60853,-0.715341,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.608473,1,1,0,5,0,8.60805,-0.715319,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.619144,1,1,0,5,0,8.60782,-0.715335,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.630182,1,1,0,5,0,8.60788,-0.715339,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.641467,1,1,0,5,0,8.60734,-0.715364,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.652338,1,1,0,5,0,8.6072,-0.715453,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.663167,1,1,0,5,0,8.60824,-0.715452,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.674082,1,1,0,5,0,8.60893,-0.715392,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.68526,1,1,0,5,0,8.60943,-0.715384,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.697323,1,1,0,5,0,8.60969,-0.715399,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.708061,1,1,0,5,0,8.60869,-0.715411,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.719983,1,1,0,5,0,8.60774,-0.715444,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.731778,1,1,0,5,0,8.60704,-0.715545,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.742176,1,1,0,5,0,8.6064,-0.715533,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.752895,1,1,0,5,0,8.60659,-0.715465,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
0.764452,1,1,0,5,0,8.60655,-0.715426,-9.22084,0.000367951,30,-nan(ind),-nan(ind),-nan(ind),-1738.09,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.00289,1.49856,-nan(ind),-nan(ind),0
