Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.014723,1,1,0,5,0,5.72623,-0.417275,8.99989,0.000367951,30,0.0290412,16.4316,848.219,1696.44,0.00675088,0.109544,1.77663,-0.086734,1.99665,1.50168,-0.0144719,-0.00352718,0
0.081178,1,1,0,5,0,10.7311,-0.78539,8.99989,0.000367951,30,0.0544237,16.4316,848.219,1696.44,0.0126513,0.109544,7.69256,-0.162544,1.99666,1.50168,-0.0271209,-0.00187398,0
0.092227,1,1,0,5,0,10.7312,-0.785273,8.99989,0.000367951,30,0.0544245,16.4316,848.219,1696.44,0.0126515,0.109544,7.69283,-0.162547,1.99666,1.50168,-0.0271213,-0.00187426,0
0.102659,1,1,0,5,0,10.7306,-0.785341,8.99989,0.000367951,30,0.0544215,16.4316,848.219,1696.44,0.0126508,0.109544,7.69185,-0.162538,1.99666,1.50168,-0.0271199,-0.00187409,0
0.113385,1,1,0,5,0,10.7314,-0.785419,8.99989,0.000367951,30,0.0544251,16.4316,848.219,1696.44,0.0126516,0.109544,7.69305,-0.162549,1.99666,1.50168,-0.0271217,-0.00187391,0
0.124563,1,1,0,5,0,10.733,-0.785717,8.99989,0.000367951,30,0.0544335,16.4316,848.219,1696.44,0.0126536,0.109544,7.69581,-0.162574,1.99666,1.50168,-0.0271259,-0.0018732,0
0.135497,1,1,0,5,0,10.7339,-0.786097,8.99989,0.000367951,30,0.0544381,16.4316,848.219,1696.44,0.0126546,0.109544,7.69732,-0.162588,1.99666,1.50167,-0.0271282,-0.00187229,0
0.146441,1,1,0,5,0,10.7339,-0.786108,8.99989,0.000367951,30,0.0544381,16.4316,848.219,1696.44,0.0126546,0.109544,7.69732,-0.162588,1.99666,1.50167,-0.0271282,-0.00187226,0
0.157326,1,1,0,5,0,10.7338,-0.786169,8.99989,0.000367951,30,0.0544377,16.4316,848.219,1696.44,0.0126545,0.109544,7.69718,-0.162587,1.99666,1.50167,-0.027128,-0.00187212,0
0.169289,1,1,0,5,0,10.7325,-0.78618,8.99989,0.000367951,30,0.0544307,16.4316,848.219,1696.44,0.0126529,0.109544,7.69489,-0.162566,1.99666,1.50167,-0.0271245,-0.00187209,0
0.181359,1,1,0,5,0,10.7318,-0.785771,8.99989,0.000367951,30,0.0544276,16.4316,848.219,1696.44,0.0126522,0.109544,7.69385,-0.162556,1.99666,1.50168,-0.0271229,-0.00187307,0
0.193175,1,1,0,5,0,10.7315,-0.785738,8.99989,0.000367951,30,0.054426,16.4316,848.219,1696.44,0.0126518,0.109544,7.69334,-0.162552,1.99666,1.50168,-0.0271221,-0.00187315,0
0.204135,1,1,0,5,0,10.7307,-0.785747,8.99989,0.000367951,30,0.0544217,16.4316,848.219,1696.44,0.0126508,0.109544,7.6919,-0.162539,1.99666,1.50168,-0.02712,-0.00187312,0
0.2154,1,1,0,5,0,10.7302,-0.785828,8.99989,0.000367951,30,0.0544192,16.4316,848.219,1696.44,0.0126502,0.109544,7.69109,-0.162532,1.99666,1.50167,-0.0271188,-0.00187293,0
0.226125,1,1,0,5,0,10.7298,-0.78622,8.99989,0.000367951,30,0.0544172,16.4316,848.219,1696.44,0.0126498,0.109544,7.69044,-0.162526,1.99666,1.50167,-0.0271178,-0.001872,0
0.23707,1,1,0,5,0,10.7286,-0.78654,8.99989,0.000367951,30,0.054411,16.4316,848.219,1696.44,0.0126483,0.109544,7.68837,-0.162508,1.99667,1.50167,-0.0271148,-0.00187124,0
0.248406,1,1,0,5,0,10.7284,-0.786911,8.99989,0.000367951,30,0.0544104,16.4316,848.219,1696.44,0.0126482,0.109544,7.68818,-0.162506,1.99667,1.50167,-0.0271145,-0.00187035,0
0.259002,1,1,0,5,0,10.7288,-0.787218,8.99989,0.000367951,30,0.0544121,16.4316,848.219,1696.44,0.0126486,0.109544,7.68875,-0.162512,1.99667,1.50167,-0.0271154,-0.00186962,0
0.27005,1,1,0,5,0,10.7296,-0.78727,8.99989,0.000367951,30,0.0544165,16.4316,848.219,1696.44,0.0126496,0.109544,7.69019,-0.162525,1.99667,1.50167,-0.0271176,-0.0018695,0
0.282036,1,1,0,5,0,10.7285,-0.787531,8.99989,0.000367951,30,0.0544106,16.4316,848.219,1696.44,0.0126483,0.109544,7.68826,-0.162508,1.99667,1.50167,-0.0271147,-0.00186888,0
0.293011,1,1,0,5,0,10.7276,-0.787587,8.99989,0.000367951,30,0.0544063,16.4316,848.219,1696.44,0.0126472,0.109544,7.68682,-0.162495,1.99667,1.50167,-0.0271125,-0.00186875,0
0.305056,1,1,0,5,0,10.7268,-0.787554,8.99989,0.000367951,30,0.0544023,16.4316,848.219,1696.44,0.0126463,0.109544,7.68551,-0.162483,1.99667,1.50167,-0.0271106,-0.00186883,0
0.316877,1,1,0,5,0,10.7262,-0.787616,8.99989,0.000367951,30,0.054399,16.4316,848.219,1696.44,0.0126455,0.109544,7.68441,-0.162473,1.99667,1.50167,-0.0271089,-0.00186868,0
0.327824,1,1,0,5,0,10.7258,-0.787611,8.99989,0.000367951,30,0.0543972,16.4316,848.219,1696.44,0.0126451,0.109544,7.68384,-0.162468,1.99667,1.50167,-0.027108,-0.00186869,0
0.338874,1,1,0,5,0,10.7259,-0.78739,8.99989,0.000367951,30,0.0543975,16.4316,848.219,1696.44,0.0126452,0.109544,7.68394,-0.162469,1.99667,1.50167,-0.0271082,-0.00186922,0
0.34948,1,1,0,5,0,10.7259,-0.787132,8.99989,0.000367951,30,0.0543973,16.4316,848.219,1696.44,0.0126451,0.109544,7.68386,-0.162468,1.99667,1.50167,-0.027108,-0.00186983,0
0.360757,1,1,0,5,0,10.7248,-0.786519,8.99989,0.000367951,30,0.0543919,16.4316,848.219,1696.44,0.0126439,0.109544,7.6821,-0.162451,1.99667,1.50167,-0.0271053,-0.00187129,0
0.371929,1,1,0,5,0,10.7237,-0.785741,8.99989,0.000367951,30,0.0543865,16.4316,848.219,1696.44,0.0126426,0.109544,7.68031,-0.162434,1.99666,1.50167,-0.0271025,-0.00187314,0
0.383305,1,1,0,5,0,10.7233,-0.784811,8.99989,0.000367951,30,0.0543843,16.4316,848.219,1696.44,0.0126421,0.109544,7.67958,-0.162427,1.99666,1.50168,-0.0271013,-0.00187536,0
0.394603,1,1,0,5,0,10.7232,-0.783926,8.99989,0.000367951,30,0.054384,16.4316,848.219,1696.44,0.0126421,0.109544,7.67948,-0.162425,1.99666,1.50168,-0.0271011,-0.00187747,0
0.406641,1,1,0,5,0,10.7238,-0.783317,8.99989,0.000367951,30,0.054387,16.4316,848.219,1696.44,0.0126428,0.109544,7.68046,-0.162433,1.99665,1.50168,-0.0271025,-0.00187893,0
0.417755,1,1,0,5,0,10.7252,-0.783159,8.99989,0.000367951,30,0.0543937,16.4316,848.219,1696.44,0.0126443,0.109544,7.68268,-0.162453,1.99665,1.50168,-0.0271058,-0.00187932,0
0.428856,1,1,0,5,0,10.7263,-0.782989,8.99989,0.000367951,30,0.0543996,16.4316,848.219,1696.44,0.0126457,0.109544,7.68463,-0.162471,1.99665,1.50168,-0.0271087,-0.00187972,0
0.439747,1,1,0,5,0,10.7279,-0.782931,8.99989,0.000367951,30,0.0544079,16.4316,848.219,1696.44,0.0126476,0.109544,7.68736,-0.162495,1.99665,1.50168,-0.0271128,-0.00187986,0
0.45066,1,1,0,5,0,10.7284,-0.783071,8.99989,0.000367951,30,0.0544101,16.4316,848.219,1696.44,0.0126481,0.109544,7.68808,-0.162502,1.99665,1.50168,-0.0271139,-0.00187952,0
0.461572,1,1,0,5,0,10.7279,-0.783116,8.99989,0.000367951,30,0.0544078,16.4316,848.219,1696.44,0.0126476,0.109544,7.68733,-0.162495,1.99665,1.50168,-0.0271128,-0.00187942,0
0.473533,1,1,0,5,0,10.7265,-0.783322,8.99989,0.000367951,30,0.0544008,16.4316,848.219,1696.44,0.012646,0.109544,7.68501,-0.162474,1.99665,1.50168,-0.0271093,-0.00187892,0
0.484574,1,1,0,5,0,10.7237,-0.783837,8.99989,0.000367951,30,0.0543865,16.4316,848.219,1696.44,0.0126426,0.109544,7.6803,-0.162432,1.99666,1.50168,-0.0271023,-0.00187769,0
0.496806,1,1,0,5,0,10.7207,-0.784616,8.99989,0.000367951,30,0.0543709,16.4316,848.219,1696.44,0.012639,0.109544,7.67518,-0.162387,1.99666,1.50168,-0.0270947,-0.00187583,0
0.507551,1,1,0,5,0,10.7177,-0.785274,8.99989,0.000367951,30,0.0543561,16.4316,848.219,1696.44,0.0126356,0.109544,7.6703,-0.162343,1.99666,1.50167,-0.0270874,-0.00187425,0
0.518403,1,1,0,5,0,10.7149,-0.785784,8.99989,0.000367951,30,0.0543415,16.4316,848.219,1696.44,0.0126322,0.109544,7.66549,-0.162301,1.99667,1.50167,-0.0270802,-0.00187304,0
0.529316,1,1,0,5,0,10.7131,-0.786459,8.99989,0.000367951,30,0.0543325,16.4316,848.219,1696.44,0.0126301,0.109544,7.66253,-0.162274,1.99667,1.50167,-0.0270758,-0.00187143,0
0.5403,1,1,0,5,0,10.7115,-0.787051,8.99989,0.000367951,30,0.0543246,16.4316,848.219,1696.44,0.0126282,0.109544,7.65992,-0.162251,1.99667,1.50167,-0.0270719,-0.00187002,0
0.551386,1,1,0,5,0,10.7098,-0.787412,8.99989,0.000367951,30,0.0543156,16.4316,848.219,1696.44,0.0126262,0.109544,7.65698,-0.162225,1.99667,1.50167,-0.0270675,-0.00186916,0
0.562224,1,1,0,5,0,10.7081,-0.787706,8.99989,0.000367951,30,0.0543073,16.4316,848.219,1696.44,0.0126242,0.109544,7.65424,-0.162201,1.99668,1.50167,-0.0270634,-0.00186847,0
