Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.013949,1,1,0,5,0,5.36518,-0.403363,9.4475,0.000183975,30,0.0252994,16.8352,890.406,1780.81,0.00602555,0.112235,1.45386,-0.0757412,1.99845,1.50078,-0.0126301,-0.00182441,0
0.079078,1,1,0,5,0,10.7256,-0.808825,9.4475,0.000183975,30,0.0505762,16.8352,890.406,1780.81,0.0120457,0.112235,7.31935,-0.151416,1.99845,1.50077,-0.025249,-0.00090984,0
0.088725,1,1,0,5,0,10.725,-0.808825,9.4475,0.000183975,30,0.0505734,16.8352,890.406,1780.81,0.012045,0.112235,7.31841,-0.151407,1.99845,1.50077,-0.0252476,-0.000909839,0
0.099338,1,1,0,5,0,10.7239,-0.808954,9.4475,0.000183975,30,0.0505684,16.8352,890.406,1780.81,0.0120439,0.112235,7.31674,-0.151393,1.99845,1.50077,-0.0252451,-0.000909695,0
0.110281,1,1,0,5,0,10.7238,-0.809094,9.4475,0.000183975,30,0.0505676,16.8352,890.406,1780.81,0.0120437,0.112235,7.31646,-0.15139,1.99845,1.50077,-0.0252447,-0.000909537,0
0.121331,1,1,0,5,0,10.7239,-0.809214,9.4475,0.000183975,30,0.0505684,16.8352,890.406,1780.81,0.0120439,0.112235,7.31671,-0.151392,1.99845,1.50077,-0.0252451,-0.000909403,0
0.132331,1,1,0,5,0,10.7241,-0.809224,9.4475,0.000183975,30,0.0505694,16.8352,890.406,1780.81,0.0120441,0.112235,7.31706,-0.151396,1.99845,1.50077,-0.0252456,-0.000909391,0
0.143259,1,1,0,5,0,10.7241,-0.809141,9.4475,0.000183975,30,0.0505692,16.8352,890.406,1780.81,0.0120441,0.112235,7.317,-0.151395,1.99845,1.50077,-0.0252455,-0.000909484,0
0.154223,1,1,0,5,0,10.7242,-0.809004,9.4475,0.000183975,30,0.0505697,16.8352,890.406,1780.81,0.0120442,0.112235,7.31716,-0.151396,1.99845,1.50077,-0.0252457,-0.000909639,0
0.166676,1,1,0,5,0,10.7236,-0.808888,9.4475,0.000183975,30,0.0505668,16.8352,890.406,1780.81,0.0120435,0.112235,7.3162,-0.151388,1.99845,1.50077,-0.0252443,-0.000909768,0
0.17751,1,1,0,5,0,10.7231,-0.808904,9.4475,0.000183975,30,0.0505646,16.8352,890.406,1780.81,0.012043,0.112235,7.31546,-0.151381,1.99845,1.50077,-0.0252432,-0.000909751,0
0.189203,1,1,0,5,0,10.7233,-0.809051,9.4475,0.000183975,30,0.0505656,16.8352,890.406,1780.81,0.0120432,0.112235,7.31578,-0.151384,1.99845,1.50077,-0.0252437,-0.000909585,0
0.200143,1,1,0,5,0,10.7242,-0.809022,9.4475,0.000183975,30,0.0505695,16.8352,890.406,1780.81,0.0120441,0.112235,7.31709,-0.151396,1.99845,1.50077,-0.0252456,-0.000909618,0
0.212035,1,1,0,5,0,10.7245,-0.808914,9.4475,0.000183975,30,0.050571,16.8352,890.406,1780.81,0.0120445,0.112235,7.31761,-0.1514,1.99845,1.50077,-0.0252464,-0.00090974,0
0.223425,1,1,0,5,0,10.7246,-0.808895,9.4475,0.000183975,30,0.0505717,16.8352,890.406,1780.81,0.0120446,0.112235,7.31784,-0.151402,1.99845,1.50077,-0.0252467,-0.000909761,0
0.233998,1,1,0,5,0,10.7243,-0.808824,9.4475,0.000183975,30,0.05057,16.8352,890.406,1780.81,0.0120442,0.112235,7.31726,-0.151397,1.99845,1.50077,-0.0252459,-0.000909841,0
0.245348,1,1,0,5,0,10.7236,-0.80877,9.4475,0.000183975,30,0.050567,16.8352,890.406,1780.81,0.0120435,0.112235,7.31627,-0.151388,1.99845,1.50077,-0.0252444,-0.000909902,0
0.255937,1,1,0,5,0,10.7236,-0.80888,9.4475,0.000183975,30,0.0505667,16.8352,890.406,1780.81,0.0120435,0.112235,7.31615,-0.151387,1.99845,1.50077,-0.0252442,-0.000909778,0
0.266966,1,1,0,5,0,10.7249,-0.808903,9.4475,0.000183975,30,0.0505728,16.8352,890.406,1780.81,0.0120449,0.112235,7.31822,-0.151406,1.99845,1.50077,-0.0252473,-0.000909752,0
0.277863,1,1,0,5,0,10.726,-0.808862,9.4475,0.000183975,30,0.0505781,16.8352,890.406,1780.81,0.0120462,0.112235,7.32,-0.151421,1.99845,1.50077,-0.0252499,-0.000909798,0
0.290142,1,1,0,5,0,10.7276,-0.80889,9.4475,0.000183975,30,0.0505857,16.8352,890.406,1780.81,0.012048,0.112235,7.32257,-0.151444,1.99845,1.50077,-0.0252537,-0.000909766,0
0.302335,1,1,0,5,0,10.7277,-0.808725,9.4475,0.000183975,30,0.0505863,16.8352,890.406,1780.81,0.0120481,0.112235,7.32276,-0.151446,1.99845,1.50077,-0.025254,-0.000909952,0
0.312995,1,1,0,5,0,10.7271,-0.808728,9.4475,0.000183975,30,0.0505836,16.8352,890.406,1780.81,0.0120475,0.112235,7.32185,-0.151438,1.99845,1.50077,-0.0252527,-0.000909949,0
0.324411,1,1,0,5,0,10.7258,-0.808841,9.4475,0.000183975,30,0.0505773,16.8352,890.406,1780.81,0.012046,0.112235,7.31973,-0.151419,1.99845,1.50077,-0.0252495,-0.000909822,0
0.334716,1,1,0,5,0,10.7245,-0.808809,9.4475,0.000183975,30,0.050571,16.8352,890.406,1780.81,0.0120445,0.112235,7.31762,-0.1514,1.99845,1.50077,-0.0252464,-0.000909857,0
0.34629,1,1,0,5,0,10.7231,-0.808913,9.4475,0.000183975,30,0.0505647,16.8352,890.406,1780.81,0.012043,0.112235,7.31547,-0.151381,1.99845,1.50077,-0.0252432,-0.00090974,0
0.356772,1,1,0,5,0,10.7222,-0.808905,9.4475,0.000183975,30,0.0505602,16.8352,890.406,1780.81,0.0120419,0.112235,7.31396,-0.151368,1.99845,1.50077,-0.025241,-0.000909749,0
0.368151,1,1,0,5,0,10.7224,-0.808812,9.4475,0.000183975,30,0.0505614,16.8352,890.406,1780.81,0.0120422,0.112235,7.31435,-0.151371,1.99845,1.50077,-0.0252416,-0.000909854,0
0.378661,1,1,0,5,0,10.7235,-0.808716,9.4475,0.000183975,30,0.0505664,16.8352,890.406,1780.81,0.0120434,0.112235,7.31607,-0.151387,1.99845,1.50077,-0.0252441,-0.000909963,0
0.389544,1,1,0,5,0,10.7237,-0.808709,9.4475,0.000183975,30,0.0505675,16.8352,890.406,1780.81,0.0120437,0.112235,7.31643,-0.15139,1.99845,1.50077,-0.0252447,-0.00090997,0
0.400885,1,1,0,5,0,10.7254,-0.808639,9.4475,0.000183975,30,0.0505751,16.8352,890.406,1780.81,0.0120455,0.112235,7.319,-0.151412,1.99845,1.50077,-0.0252484,-0.000910049,0
0.411471,1,1,0,5,0,10.7263,-0.808611,9.4475,0.000183975,30,0.0505798,16.8352,890.406,1780.81,0.0120466,0.112235,7.32057,-0.151426,1.99845,1.50077,-0.0252507,-0.00091008,0
0.422479,1,1,0,5,0,10.7259,-0.808622,9.4475,0.000183975,30,0.0505778,16.8352,890.406,1780.81,0.0120461,0.112235,7.31991,-0.15142,1.99845,1.50077,-0.0252498,-0.000910068,0
0.433465,1,1,0,5,0,10.7252,-0.808661,9.4475,0.000183975,30,0.0505743,16.8352,890.406,1780.81,0.0120453,0.112235,7.31871,-0.15141,1.99845,1.50077,-0.025248,-0.000910024,0
0.444856,1,1,0,5,0,10.7245,-0.80871,9.4475,0.000183975,30,0.0505709,16.8352,890.406,1780.81,0.0120445,0.112235,7.31758,-0.1514,1.99845,1.50077,-0.0252463,-0.000909969,0
0.455494,1,1,0,5,0,10.7237,-0.80872,9.4475,0.000183975,30,0.0505675,16.8352,890.406,1780.81,0.0120437,0.112235,7.31643,-0.15139,1.99845,1.50077,-0.0252447,-0.000909958,0
0.467511,1,1,0,5,0,10.7233,-0.808678,9.4475,0.000183975,30,0.0505653,16.8352,890.406,1780.81,0.0120431,0.112235,7.31568,-0.151383,1.99845,1.50077,-0.0252435,-0.000910005,0
0.479598,1,1,0,5,0,10.7236,-0.808642,9.4475,0.000183975,30,0.0505667,16.8352,890.406,1780.81,0.0120435,0.112235,7.31617,-0.151387,1.99845,1.50077,-0.0252443,-0.000910046,0
0.490362,1,1,0,5,0,10.724,-0.808675,9.4475,0.000183975,30,0.0505687,16.8352,890.406,1780.81,0.0120439,0.112235,7.31683,-0.151393,1.99845,1.50077,-0.0252452,-0.000910008,0
0.501257,1,1,0,5,0,10.7242,-0.808695,9.4475,0.000183975,30,0.0505696,16.8352,890.406,1780.81,0.0120442,0.112235,7.31714,-0.151396,1.99845,1.50077,-0.0252457,-0.000909986,0
0.512646,1,1,0,5,0,10.7243,-0.808706,9.4475,0.000183975,30,0.0505704,16.8352,890.406,1780.81,0.0120443,0.112235,7.3174,-0.151398,1.99845,1.50077,-0.0252461,-0.000909973,0
0.523372,1,1,0,5,0,10.7245,-0.808607,9.4475,0.000183975,30,0.0505711,16.8352,890.406,1780.81,0.0120445,0.112235,7.31764,-0.1514,1.99845,1.50077,-0.0252464,-0.000910085,0
0.534343,1,1,0,5,0,10.7245,-0.808666,9.4475,0.000183975,30,0.0505713,16.8352,890.406,1780.81,0.0120446,0.112235,7.31772,-0.151401,1.99845,1.50077,-0.0252466,-0.000910019,0
0.545934,1,1,0,5,0,10.7244,-0.808646,9.4475,0.000183975,30,0.0505705,16.8352,890.406,1780.81,0.0120444,0.112235,7.31745,-0.151399,1.99845,1.50077,-0.0252461,-0.000910041,0
0.557273,1,1,0,5,0,10.7235,-0.808701,9.4475,0.000183975,30,0.0505664,16.8352,890.406,1780.81,0.0120434,0.112235,7.31606,-0.151387,1.99845,1.50077,-0.0252441,-0.000909979,0
0.5685,1,1,0,5,0,10.7229,-0.8089,9.4475,0.000183975,30,0.0505634,16.8352,890.406,1780.81,0.0120427,0.112235,7.31503,-0.151377,1.99845,1.50077,-0.0252426,-0.000909756,0
0.580002,1,1,0,5,0,10.7224,-0.80891,9.4475,0.000183975,30,0.0505613,16.8352,890.406,1780.81,0.0120422,0.112235,7.31432,-0.151371,1.99845,1.50077,-0.0252415,-0.000909744,0
0.590418,1,1,0,5,0,10.7219,-0.808857,9.4475,0.000183975,30,0.0505589,16.8352,890.406,1780.81,0.0120416,0.112235,7.31353,-0.151364,1.99845,1.50077,-0.0252404,-0.000909804,0
0.602073,1,1,0,5,0,10.7218,-0.808936,9.4475,0.000183975,30,0.0505583,16.8352,890.406,1780.81,0.0120415,0.112235,7.31332,-0.151362,1.99845,1.50077,-0.0252401,-0.000909714,0
0.613289,1,1,0,5,0,10.7218,-0.808868,9.4475,0.000183975,30,0.0505585,16.8352,890.406,1780.81,0.0120415,0.112235,7.31337,-0.151363,1.99845,1.50077,-0.0252401,-0.000909791,0
0.624025,1,1,0,5,0,10.722,-0.808901,9.4475,0.000183975,30,0.0505594,16.8352,890.406,1780.81,0.0120417,0.112235,7.31369,-0.151366,1.99845,1.50077,-0.0252406,-0.000909755,0
0.636247,1,1,0,5,0,10.722,-0.808912,9.4475,0.000183975,30,0.0505595,16.8352,890.406,1780.81,0.0120417,0.112235,7.31371,-0.151366,1.99845,1.50077,-0.0252406,-0.000909742,0
0.647247,1,1,0,5,0,10.722,-0.808833,9.4475,0.000183975,30,0.0505592,16.8352,890.406,1780.81,0.0120417,0.112235,7.31362,-0.151365,1.99845,1.50077,-0.0252405,-0.000909831,0
0.658131,1,1,0,5,0,10.7217,-0.808827,9.4475,0.000183975,30,0.050558,16.8352,890.406,1780.81,0.0120414,0.112235,7.31323,-0.151361,1.99845,1.50077,-0.0252399,-0.000909837,0
0.670599,1,1,0,5,0,10.7213,-0.808903,9.4475,0.000183975,30,0.050556,16.8352,890.406,1780.81,0.0120409,0.112235,7.31255,-0.151356,1.99845,1.50077,-0.0252389,-0.000909752,0
0.681212,1,1,0,5,0,10.721,-0.808873,9.4475,0.000183975,30,0.0505548,16.8352,890.406,1780.81,0.0120406,0.112235,7.31212,-0.151352,1.99845,1.50077,-0.0252383,-0.000909785,0
0.692127,1,1,0,5,0,10.7216,-0.808846,9.4475,0.000183975,30,0.0505574,16.8352,890.406,1780.81,0.0120412,0.112235,7.313,-0.15136,1.99845,1.50077,-0.0252396,-0.000909815,0
0.704165,1,1,0,5,0,10.7229,-0.808806,9.4475,0.000183975,30,0.0505634,16.8352,890.406,1780.81,0.0120427,0.112235,7.31503,-0.151377,1.99845,1.50077,-0.0252426,-0.000909861,0
0.715272,1,1,0,5,0,10.7232,-0.808623,9.4475,0.000183975,30,0.0505651,16.8352,890.406,1780.81,0.0120431,0.112235,7.31563,-0.151383,1.99845,1.50077,-0.0252435,-0.000910067,0
0.726253,1,1,0,5,0,10.7237,-0.808599,9.4475,0.000183975,30,0.0505672,16.8352,890.406,1780.81,0.0120436,0.112235,7.31632,-0.151389,1.99845,1.50077,-0.0252445,-0.000910094,0
0.737206,1,1,0,5,0,10.7234,-0.808684,9.4475,0.000183975,30,0.0505658,16.8352,890.406,1780.81,0.0120432,0.112235,7.31585,-0.151385,1.99845,1.50077,-0.0252438,-0.000909999,0
0.747996,1,1,0,5,0,10.7227,-0.808654,9.4475,0.000183975,30,0.0505628,16.8352,890.406,1780.81,0.0120425,0.112235,7.31483,-0.151376,1.99845,1.50077,-0.0252423,-0.000910032,0
0.758833,1,1,0,5,0,10.7219,-0.808604,9.4475,0.000183975,30,0.0505587,16.8352,890.406,1780.81,0.0120416,0.112235,7.31347,-0.151364,1.99845,1.50077,-0.0252403,-0.000910088,0
0.771264,1,1,0,5,0,10.7219,-0.808597,9.4475,0.000183975,30,0.0505591,16.8352,890.406,1780.81,0.0120416,0.112235,7.31357,-0.151364,1.99845,1.50077,-0.0252404,-0.000910096,0
0.782309,1,1,0,5,0,10.7225,-0.808471,9.4475,0.000183975,30,0.0505616,16.8352,890.406,1780.81,0.0120423,0.112235,7.31444,-0.151372,1.99845,1.50077,-0.0252417,-0.000910238,0
0.793919,1,1,0,5,0,10.7225,-0.808453,9.4475,0.000183975,30,0.0505615,16.8352,890.406,1780.81,0.0120422,0.112235,7.3144,-0.151372,1.99845,1.50077,-0.0252416,-0.000910258,0
0.805412,1,1,0,5,0,10.7225,-0.808555,9.4475,0.000183975,30,0.0505618,16.8352,890.406,1780.81,0.0120423,0.112235,7.31451,-0.151373,1.99845,1.50077,-0.0252418,-0.000910143,0
0.815654,1,1,0,5,0,10.7223,-0.80865,9.4475,0.000183975,30,0.0505608,16.8352,890.406,1780.81,0.012042,0.112235,7.31416,-0.15137,1.99845,1.50077,-0.0252413,-0.000910036,0
0.8274,1,1,0,5,0,10.7218,-0.808683,9.4475,0.000183975,30,0.0505582,16.8352,890.406,1780.81,0.0120414,0.112235,7.31329,-0.151362,1.99845,1.50077,-0.02524,-0.000909999,0
0.837728,1,1,0,5,0,10.7212,-0.808697,9.4475,0.000183975,30,0.0505555,16.8352,890.406,1780.81,0.0120408,0.112235,7.31236,-0.151354,1.99845,1.50077,-0.0252386,-0.000909983,0
0.849785,1,1,0,5,0,10.721,-0.808708,9.4475,0.000183975,30,0.0505547,16.8352,890.406,1780.81,0.0120406,0.112235,7.31212,-0.151352,1.99845,1.50077,-0.0252383,-0.000909971,0
