Time,Mode,Dof,ControlType,PointOfInterest,Cycle,Fn,Ft,deltaN,deltaN,eeRadius,CombinedE,ContactRadius,PlanarA,SphericalA,MeanStress,MeanStrain,ElasticStrainEnergy_N,YoungModulusNS,PoissonNS,CouplingBetaNS,ShearModulusNS,ComplianceN_NS,ComplianceT_NS
0.01453,1,1,0,5,0,4.70766,-0.385892,0.000367951,0.000183975,30,91331.7,0.105064,0.0346785,0.069357,135.751,0.000700429,27514.7,-4922.9,1.0266,19.7991,-1214.57,-0.00190701,0
0.078997,1,1,0,5,0,8.83198,-0.723805,0.000367951,0.000183975,30,171346,0.105064,0.0346785,0.069357,254.682,0.000700429,119441,-9233.75,1.02659,19.8032,-2278.15,-0.00101671,0
0.090041,1,1,0,5,0,8.83247,-0.723883,0.000367951,0.000183975,30,171356,0.105064,0.0346785,0.069357,254.696,0.000700429,119457,-9234.74,1.02659,19.8023,-2278.39,-0.0010166,0
0.100368,1,1,0,5,0,8.83226,-0.723941,0.000367951,0.000183975,30,171352,0.105064,0.0346785,0.069357,254.69,0.000700429,119450,-9235.47,1.0266,19.8004,-2278.57,-0.00101652,0
0.111269,1,1,0,5,0,8.83255,-0.723947,0.000367951,0.000183975,30,171357,0.105064,0.0346785,0.069357,254.698,0.000700429,119459,-9235.55,1.02659,19.8008,-2278.59,-0.00101651,0
0.122334,1,1,0,5,0,8.83207,-0.72387,0.000367951,0.000183975,30,171348,0.105064,0.0346785,0.069357,254.684,0.000700429,119444,-9234.57,1.02659,19.8018,-2278.35,-0.00101662,0
0.134304,1,1,0,5,0,8.83178,-0.723868,0.000367951,0.000183975,30,171342,0.105064,0.0346785,0.069357,254.676,0.000700429,119435,-9234.54,1.02659,19.8012,-2278.34,-0.00101662,0
0.146182,1,1,0,5,0,8.83249,-0.723777,0.000367951,0.000183975,30,171356,0.105064,0.0346785,0.069357,254.696,0.000700429,119457,-9233.41,1.02659,19.805,-2278.07,-0.00101675,0
0.157171,1,1,0,5,0,8.83265,-0.723733,0.000367951,0.000183975,30,171359,0.105064,0.0346785,0.069357,254.701,0.000700429,119463,-9232.86,1.02659,19.8064,-2277.93,-0.00101681,0
0.169189,1,1,0,5,0,8.83263,-0.72376,0.000367951,0.000183975,30,171359,0.105064,0.0346785,0.069357,254.7,0.000700429,119462,-9233.2,1.02659,19.8057,-2278.02,-0.00101677,0
0.180066,1,1,0,5,0,8.83283,-0.723788,0.000367951,0.000183975,30,171363,0.105064,0.0346785,0.069357,254.706,0.000700429,119468,-9233.55,1.02659,19.8054,-2278.1,-0.00101674,0
0.191128,1,1,0,5,0,8.83258,-0.723748,0.000367951,0.000183975,30,171358,0.105064,0.0346785,0.069357,254.699,0.000700429,119460,-9233.05,1.02659,19.8059,-2277.98,-0.00101679,0
0.202011,1,1,0,5,0,8.83237,-0.723732,0.000367951,0.000183975,30,171354,0.105064,0.0346785,0.069357,254.693,0.000700429,119454,-9232.84,1.02659,19.8059,-2277.93,-0.00101681,0
0.213075,1,1,0,5,0,8.83223,-0.723755,0.000367951,0.000183975,30,171351,0.105064,0.0346785,0.069357,254.689,0.000700429,119449,-9233.13,1.02659,19.805,-2278,-0.00101678,0
0.225075,1,1,0,5,0,8.83246,-0.723823,0.000367951,0.000183975,30,171356,0.105064,0.0346785,0.069357,254.695,0.000700429,119456,-9233.99,1.02659,19.8038,-2278.21,-0.00101669,0
0.236124,1,1,0,5,0,8.83246,-0.723836,0.000367951,0.000183975,30,171355,0.105064,0.0346785,0.069357,254.695,0.000700429,119456,-9234.14,1.02659,19.8034,-2278.25,-0.00101667,0
0.247887,1,1,0,5,0,8.83282,-0.723893,0.000367951,0.000183975,30,171362,0.105064,0.0346785,0.069357,254.706,0.000700429,119468,-9234.87,1.02659,19.8027,-2278.42,-0.00101659,0
0.258981,1,1,0,5,0,8.8328,-0.723963,0.000367951,0.000183975,30,171362,0.105064,0.0346785,0.069357,254.705,0.000700429,119467,-9235.76,1.02659,19.8009,-2278.64,-0.00101649,0
0.269824,1,1,0,5,0,8.83297,-0.723902,0.000367951,0.000183975,30,171365,0.105064,0.0346785,0.069357,254.71,0.000700429,119472,-9234.98,1.02659,19.8028,-2278.45,-0.00101658,0
0.280817,1,1,0,5,0,8.83384,-0.723775,0.000367951,0.000183975,30,171382,0.105064,0.0346785,0.069357,254.735,0.000700429,119500,-9233.4,1.02658,19.8078,-2278.07,-0.00101675,0
0.291807,1,1,0,5,0,8.83461,-0.723643,0.000367951,0.000183975,30,171397,0.105064,0.0346785,0.069357,254.758,0.000700429,119524,-9231.75,1.02658,19.8128,-2277.67,-0.00101694,0
0.303111,1,1,0,5,0,8.83479,-0.723529,0.000367951,0.000183975,30,171401,0.105064,0.0346785,0.069357,254.762,0.000700429,119530,-9230.32,1.02657,19.816,-2277.32,-0.0010171,0
